STNNBR,lat,lon,GEOTRC_SAMPNO,depth,HgT_pM,HgT_flag,Hg0_pM,Hg0_flag,MMHg_pM,MMHg_flag,DMHg_pM,DMHg_flag
18,-14.98,-112.75,4  8466,305,,9,,9,0.02,2,0.01,2
18,-14.98,-112.75,4  8465,355,0.54,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8464,355,,9,,9,0.05,2,0.10,2
18,-14.98,-112.75,4  8463,400,0.84,2,0.00,3,,9,,9
18,-14.98,-112.75,4  8462,400,,9,,9,0.12,2,0.01,2
18,-14.98,-112.75,4  8461,598,0.91,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8460,600,,9,,9,0.04,2,0.08,2
18,-14.98,-112.75,4  8459,798,0.71,2,0.00,2,,9,,9
18,-14.98,-112.75,4  8458,800,,9,,9,0.00,2,0.17,2
18,-14.98,-112.75,4  8457,997,0.85,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8456,1000,,9,,9,0.00,2,0.05,2
18,-14.98,-112.75,4  8546,1194,0.73,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8455,1196,0.70,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8454,1200,,9,,9,0.07,2,0.05,2
18,-14.98,-112.75,4  8545,1200,,9,,9,0.14,2,0.06,2
18,-14.98,-112.75,4  8544,1393,0.74,2,0.00,3,,9,,9
18,-14.98,-112.75,4  8543,1400,,9,,9,0.09,2,0.02,2
18,-14.98,-112.75,4  8542,1593,0.57,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8541,1600,,9,,9,0.05,2,0.07,2
18,-14.98,-112.75,4  8540,1793,0.73,2,0.00,3,,9,,9
18,-14.98,-112.75,4  8539,1800,,9,,9,0.09,2,0.02,2
18,-14.98,-112.75,4  8538,1991,0.75,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8537,2000,,9,,9,0.05,2,0.05,2
18,-14.98,-112.75,4  8536,2190,0.80,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8535,2200,,9,,9,0.09,2,0.07,2
18,-14.98,-112.75,4  8534,2213,85.77,3,0.01,2,,9,,9
18,-14.98,-112.75,4  8533,2225,,9,,9,0.07,2,0.09,2
18,-14.98,-112.75,4  8532,2241,1.30,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8531,2250,,9,,9,0.00,2,0.02,2
18,-14.98,-112.75,4  8530,2264,1.01,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8529,2275,,9,,9,,5,0.10,2
18,-14.98,-112.75,4  8604,2290,0.51,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8528,2290,0.81,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8603,2300,,9,,9,0.05,2,0.08,2
18,-14.98,-112.75,4  8527,2300,,9,,9,0.20,2,0.11,2
18,-14.98,-112.75,4  8526,2313,0.83,2,0.04,2,,9,,9
18,-14.98,-112.75,4  8602,2314,0.82,2,0.00,2,,9,,9
18,-14.98,-112.75,4  8525,2325,,9,,9,0.03,2,0.16,2
18,-14.98,-112.75,4  8601,2325,,9,,9,,5,0.01,2
18,-14.98,-112.75,4  8433,2338,0.85,2,0.04,2,,9,,9
18,-14.98,-112.75,4  8524,2338,0.93,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8600,2339,0.83,2,0.04,2,,9,,9
18,-14.98,-112.75,4  8432,2350,,9,,9,0.09,2,0.08,2
18,-14.98,-112.75,4  8523,2350,,9,,9,0.11,2,0.07,2
18,-14.98,-112.75,4  8599,2350,,9,,9,,5,0.09,2
18,-14.98,-112.75,4  8431,2362,0.79,2,0.07,2,,9,,9
18,-14.98,-112.75,4  8598,2363,0.46,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8597,2375,,9,,9,0.14,2,0.05,2
18,-14.98,-112.75,4  8429,2387,0.77,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8596,2387,0.81,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8595,2400,,9,,9,0.00,2,0.07,2
18,-14.98,-112.75,4  8427,2413,0.70,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8594,2413,0.83,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8593,2425,,9,,9,0.07,2,0.02,2
18,-14.98,-112.75,4  8425,2438,0.65,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8592,2438,0.78,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8591,2450,,9,,9,0.09,2,0.03,2
18,-14.98,-112.75,4  8423,2462,0.95,2,0.00,3,,9,,9
18,-14.98,-112.75,4  8590,2463,0.91,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8589,2475,,9,,9,0.02,2,0.01,2
18,-14.98,-112.75,4  8421,2487,1.04,2,0.04,2,,9,,9
18,-14.98,-112.75,4  8588,2488,0.96,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8587,2500,,9,,9,,5,0.10,2
18,-14.98,-112.75,4  8419,2512,0.92,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8417,2537,0.70,2,0.12,2,,9,,9
18,-14.98,-112.75,4  8586,2538,0.99,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8585,2550,,9,,9,0.00,2,0.04,2
18,-14.98,-112.75,4  8415,2561,0.88,2,0.00,2,,9,,9
18,-14.98,-112.75,4  8413,2596,0.91,2,0.02,2,,9,,9
18,-14.98,-112.75,4  8584,2611,0.77,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8582,2612,0.93,2,0.01,2,,9,,9
18,-14.98,-112.75,4  8411,2612,1.11,2,0.07,2,,9,,9
18,-14.98,-112.75,4  8581,2625,,9,,9,0.04,2,0.04,2
18,-14.98,-112.75,4  8583,2625,,9,,9,,5,0.07,2
20,-15.00,-113.50,3  8734,2,0.08,2,,9,,9,,9
20,-15.00,-113.50,3  8701,20,0.09,2,0.00,3,,9,,9
20,-15.00,-113.50,3  8700,20,,9,,9,,5,0.00,2
20,-15.00,-113.50,3  8698,50,,9,,9,0.02,2,0.00,2
20,-15.00,-113.50,3  8699,50,0.15,2,0.00,2,,9,,9
20,-15.00,-113.50,3  8696,85,,9,,9,0.05,2,0.00,2
20,-15.00,-113.50,3  8697,86,0.11,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8694,95,,9,,9,0.22,2,,5
20,-15.00,-113.50,3  8695,96,0.12,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8693,150,0.16,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8692,150,,9,,9,,5,0.00,2
20,-15.00,-113.50,3  8690,225,,9,,9,0.12,2,0.00,2
20,-15.00,-113.50,3  8691,226,0.18,2,0.03,2,,9,,9
20,-15.00,-113.50,3  8688,275,,9,,9,0.05,2,0.01,2
20,-15.00,-113.50,3  8689,277,0.24,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8686,325,,9,,9,0.07,2,0.06,2
20,-15.00,-113.50,3  8687,326,0.41,2,0.00,2,,9,,9
20,-15.00,-113.50,3  8684,400,,9,,9,,5,0.08,2
20,-15.00,-113.50,3  8685,401,0.68,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8682,500,,9,,9,0.06,2,0.07,2
20,-15.00,-113.50,3  8683,501,0.68,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8680,750,,9,,9,,5,0.13,2
20,-15.00,-113.50,3  8681,751,0.79,2,0.00,2,,9,,9
20,-15.00,-113.50,3  8678,1000,,9,,9,0.08,2,0.08,2
20,-15.00,-113.50,3  8765,1000,,9,,9,,5,0.13,2
20,-15.00,-113.50,3  8766,1000,0.71,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8679,1001,0.72,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8763,1250,,9,,9,,5,0.08,2
20,-15.00,-113.50,3  8764,1250,0.74,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8761,1500,,9,,9,,5,0.08,2
20,-15.00,-113.50,3  8762,1500,0.75,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8760,1750,0.71,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8759,1750,,9,,9,0.12,2,0.05,2
20,-15.00,-113.50,3  8757,2000,,9,,9,0.05,2,0.06,2
20,-15.00,-113.50,3  8758,2001,0.81,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8755,2100,,9,,9,,5,0.06,2
20,-15.00,-113.50,3  8756,2101,0.84,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8753,2200,,9,,9,,5,0.02,2
20,-15.00,-113.50,3  8754,2200,1.00,2,0.03,2,,9,,9
20,-15.00,-113.50,3  8751,2250,,9,,9,0.00,2,0.09,2
20,-15.00,-113.50,3  8752,2251,,5,0.05,2,,9,,9
20,-15.00,-113.50,3  8750,2300,0.83,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8749,2300,,9,,9,,5,0.03,2
20,-15.00,-113.50,3  8748,2350,0.91,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8747,2350,,9,,9,,5,,5
20,-15.00,-113.50,3  8746,2400,0.81,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8745,2400,,9,,9,,5,0.00,2
20,-15.00,-113.50,3  8652,2449,0.79,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8744,2450,0.78,2,0.03,2,,9,,9
20,-15.00,-113.50,3  8651,2450,,9,,9,0.00,2,0.01,2
20,-15.00,-113.50,3  8743,2450,,9,,9,0.00,2,,5
20,-15.00,-113.50,3  8650,2500,0.75,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8649,2500,,9,,9,0.15,2,0.00,2
20,-15.00,-113.50,3  8647,2550,,9,,9,0.00,2,0.03,2
20,-15.00,-113.50,3  8648,2551,0.72,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8646,2600,0.86,2,0.05,2,,9,,9
20,-15.00,-113.50,3  8645,2600,,9,,9,0.00,2,0.04,2
20,-15.00,-113.50,3  8644,2650,0.87,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8643,2650,,9,,9,0.00,2,0.02,2
20,-15.00,-113.50,3  8642,2699,0.97,2,0.03,2,,9,,9
20,-15.00,-113.50,3  8641,2700,,9,,9,0.00,2,0.04,2
20,-15.00,-113.50,3  8639,2750,,9,,9,0.07,2,0.01,2
20,-15.00,-113.50,3  8640,2750,1.06,2,0.04,2,,9,,9
20,-15.00,-113.50,3  8638,2799,0.99,2,0.02,2,,9,,9
20,-15.00,-113.50,3  8637,2800,,9,,9,0.06,2,0.07,2
20,-15.00,-113.50,3  8636,2899,1.15,2,0.03,2,,9,,9
20,-15.00,-113.50,3  8635,2900,,9,,9,0.00,2,0.08,2
20,-15.00,-113.50,3  8634,2999,1.09,2,0.01,2,,9,,9
20,-15.00,-113.50,3  8633,3000,,9,,9,0.00,2,0.06,2
20,-15.00,-113.50,3  8632,3099,1.07,2,0.03,2,,9,,9
20,-15.00,-113.50,3  8631,3100,,9,,9,0.00,2,0.11,2
20,-15.00,-113.50,3  8630,3159,1.17,2,0.03,2,,9,,9
20,-15.00,-113.50,3  8629,3160,,9,,9,0.00,2,0.08,2
21,-14.77,-115.00,8  8878,2,0.11,2,,9,,9,,9
21,-14.77,-115.00,8  8852,20,,9,,9,,5,0.00,2
21,-14.77,-115.00,8  8853,21,0.30,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8851,60,0.31,2,0.00,3,,9,,9
21,-14.77,-115.00,8  8850,60,,9,,9,,5,0.00,2
21,-14.77,-115.00,8  8849,90,0.34,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8848,90,,9,,9,,5,0.00,2
21,-14.77,-115.00,8  8847,125,0.24,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8846,125,,9,,9,,5,0.00,2
21,-14.77,-115.00,8  8845,150,0.30,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8844,150,,9,,9,,5,0.00,2
21,-14.77,-115.00,8  8843,225,0.32,2,0.02,2,,9,,9
21,-14.77,-115.00,8  8842,225,,9,,9,,5,0.00,2
21,-14.77,-115.00,8  8841,299,0.50,2,0.02,2,,9,,9
21,-14.77,-115.00,8  8840,300,,9,,9,,5,0.00,2
21,-14.77,-115.00,8  8839,359,0.70,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8838,360,,9,,9,,5,0.03,2
21,-14.77,-115.00,8  8837,448,0.91,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8836,450,,9,,9,,5,0.19,2
21,-14.77,-115.00,8  8835,499,1.04,2,0.00,2,,9,,9
21,-14.77,-115.00,8  8834,500,,9,,9,,5,0.02,2
21,-14.77,-115.00,8  8833,748,0.90,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8832,750,,9,,9,,5,0.09,2
21,-14.77,-115.00,8  8911,995,0.83,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8831,996,0.83,2,0.00,3,,9,,9
21,-14.77,-115.00,8  8830,1000,,9,,9,,5,0.02,2
21,-14.77,-115.00,8  8910,1000,,9,,9,,5,0.02,2
21,-14.77,-115.00,8  8909,1244,0.74,2,0.02,2,,9,,9
21,-14.77,-115.00,8  8908,1250,,9,,9,,5,0.04,2
21,-14.77,-115.00,8  8907,1494,0.78,2,0.00,2,,9,,9
21,-14.77,-115.00,8  8906,1500,,9,,9,,5,0.01,2
21,-14.77,-115.00,8  8905,1744,0.76,2,0.00,2,,9,,9
21,-14.77,-115.00,8  8904,1750,,9,,9,,5,0.03,2
21,-14.77,-115.00,8  8903,1990,0.99,2,0.11,3,,9,,9
21,-14.77,-115.00,8  8902,2000,,9,,9,,5,0.04,2
21,-14.77,-115.00,8  8901,2090,1.01,2,0.03,2,,9,,9
21,-14.77,-115.00,8  8900,2100,,9,,9,,5,0.03,2
21,-14.77,-115.00,8  8899,2189,0.97,2,0.00,3,,9,,9
21,-14.77,-115.00,8  8898,2200,,9,,9,,5,0.03,2
21,-14.77,-115.00,8  8897,2289,1.03,2,,5,,9,,9
21,-14.77,-115.00,8  8896,2300,,9,,9,,5,0.03,2
21,-14.77,-115.00,8  8895,2339,1.08,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8894,2350,,9,,9,,5,0.04,2
21,-14.77,-115.00,8  8893,2388,1.22,2,0.00,3,,9,,9
21,-14.77,-115.00,8  8892,2400,,9,,9,,5,0.00,2
21,-14.77,-115.00,8  8891,2437,1.08,2,0.02,2,,9,,9
21,-14.77,-115.00,8  8890,2450,,9,,9,,5,0.02,2
21,-14.77,-115.00,8  8805,2486,1.17,2,0.02,3,,9,,9
21,-14.77,-115.00,8  8889,2489,1.12,2,0.01,2,,9,,9
21,-14.77,-115.00,8  8804,2500,,9,,9,,5,0.03,2
21,-14.77,-115.00,8  8888,2500,,9,,9,,5,,5
21,-14.77,-115.00,8  8803,2537,1.29,2,0.02,3,,9,,9
21,-14.77,-115.00,8  8802,2550,,9,,9,,5,,5
21,-14.77,-115.00,8  8801,2586,1.41,2,0.03,2,,9,,9
21,-14.77,-115.00,8  8800,2600,,9,,9,,5,0.11,2
21,-14.77,-115.00,8  8799,2685,1.59,2,0.02,2,,9,,9
21,-14.77,-115.00,8  8798,2700,,9,,9,,5,0.08,2
21,-14.77,-115.00,8  8797,2785,1.66,2,0.02,2,,9,,9
21,-14.77,-115.00,8  8796,2800,,9,,9,,5,0.05,2
21,-14.77,-115.00,8  8795,2885,1.57,2,0.03,2,,9,,9
21,-14.77,-115.00,8  8794,2900,,9,,9,,5,0.05,2
21,-14.77,-115.00,8  8793,2984,1.38,2,0.02,2,,9,,9
21,-14.77,-115.00,8  8792,3000,,9,,9,,5,0.12,2
21,-14.77,-115.00,8  8791,3084,1.35,2,0.05,2,,9,,9
21,-14.77,-115.00,8  8790,3100,,9,,9,,5,0.11,2
21,-14.77,-115.00,8  8789,3134,1.30,2,0.02,2,,9,,9
21,-14.77,-115.00,8  8788,3150,,9,,9,,5,0.06,2
21,-14.77,-115.00,8  8787,3183,1.38,2,0.04,2,,9,,9
21,-14.77,-115.00,8  8786,3200,,9,,9,,5,0.08,2
21,-14.77,-115.00,8  8785,3208,1.53,2,,5,,9,,9
21,-14.77,-115.00,8  8784,3225,,9,,9,,5,0.02,2
21,-14.77,-115.00,8  8783,3233,1.44,2,0.03,2,,9,,9
21,-14.77,-115.00,8  8782,3250,,9,,9,,5,0.17,2
22,-14.39,-117.50,4  8964,2,0.11,2,,9,,9,,9
22,-14.39,-117.50,4  8947,20,,9,,9,0.00,2,,5
22,-14.39,-117.50,4  8948,20,0.20,2,0.00,2,,9,,9
22,-14.39,-117.50,4  8946,85,0.09,2,0.02,2,,9,,9
22,-14.39,-117.50,4  8945,85,,9,,9,0.00,2,0.00,2
22,-14.39,-117.50,4  8943,120,,9,,9,0.11,2,0.00,2
22,-14.39,-117.50,4  8944,122,0.18,2,0.02,2,,9,,9
22,-14.39,-117.50,4  8941,150,,9,,9,0.00,2,0.00,2
22,-14.39,-117.50,4  8942,151,0.21,2,0.02,2,,9,,9
22,-14.39,-117.50,4  8939,210,,9,,9,0.00,2,0.00,2
22,-14.39,-117.50,4  8940,210,0.21,2,0.02,2,,9,,9
22,-14.39,-117.50,4  8937,280,,9,,9,0.00,2,0.00,2
22,-14.39,-117.50,4  8938,281,0.30,2,0.03,2,,9,,9
22,-14.39,-117.50,4  8935,310,,9,,9,,5,0.01,2
22,-14.39,-117.50,4  8936,312,0.48,2,0.06,2,,9,,9
22,-14.39,-117.50,4  8934,375,0.49,2,0.01,2,,9,,9
22,-14.39,-117.50,4  8933,375,,9,,9,0.04,2,0.06,2
22,-14.39,-117.50,4  8931,450,,9,,9,0.00,2,0.06,2
22,-14.39,-117.50,4  8932,451,0.75,2,0.00,3,,9,,9
22,-14.39,-117.50,4  8929,550,,9,,9,0.02,2,0.06,2
22,-14.39,-117.50,4  8930,552,0.75,2,0.00,2,,9,,9
22,-14.39,-117.50,4  8927,750,,9,,9,0.04,2,0.20,2
22,-14.39,-117.50,4  8928,752,0.75,2,0.04,2,,9,,9
22,-14.39,-117.50,4  8925,1000,,9,,9,0.00,2,,5
22,-14.39,-117.50,4  8926,1001,0.58,2,0.00,2,,9,,9
23,-14.00,-120.00,3  9059,2,0.06,2,,9,,9,,9
23,-14.00,-120.00,3  9033,20,,9,,9,,5,0.00,2
23,-14.00,-120.00,3  9034,20,0.13,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9032,50,0.11,2,0.00,2,,9,,9
23,-14.00,-120.00,3  9031,50,,9,,9,,5,0.00,2
23,-14.00,-120.00,3  9029,75,,9,,9,,5,0.00,2
23,-14.00,-120.00,3  9030,75,0.15,2,0.00,3,,9,,9
23,-14.00,-120.00,3  9028,90,0.15,2,0.00,3,,9,,9
23,-14.00,-120.00,3  9027,90,,9,,9,,5,0.02,2
23,-14.00,-120.00,3  9025,120,,9,,9,,5,0.00,2
23,-14.00,-120.00,3  9026,121,0.15,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9024,179,0.19,2,0.02,2,,9,,9
23,-14.00,-120.00,3  9023,180,,9,,9,,5,0.00,2
23,-14.00,-120.00,3  9022,230,0.17,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9021,230,,9,,9,,5,0.00,2
23,-14.00,-120.00,3  9019,290,,9,,9,,5,0.03,2
23,-14.00,-120.00,3  9020,291,0.19,2,0.06,2,,9,,9
23,-14.00,-120.00,3  9017,350,,9,,9,,5,0.03,2
23,-14.00,-120.00,3  9018,350,0.61,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9016,498,0.67,2,0.00,3,,9,,9
23,-14.00,-120.00,3  9015,500,,9,,9,,5,0.07,2
23,-14.00,-120.00,3  9014,748,0.62,2,0.06,2,,9,,9
23,-14.00,-120.00,3  9013,750,,9,,9,,5,,5
23,-14.00,-120.00,3  9096,996,0.57,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9012,996,0.56,2,0.01,3,,9,,9
23,-14.00,-120.00,3  9011,1000,,9,,9,,5,0.27,2
23,-14.00,-120.00,3  9095,1000,,9,,9,,5,0.11,2
23,-14.00,-120.00,3  9094,1244,0.65,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9093,1250,,9,,9,,5,0.06,2
23,-14.00,-120.00,3  9092,1493,0.58,2,0.02,2,,9,,9
23,-14.00,-120.00,3  9091,1500,,9,,9,0.02,2,0.00,2
23,-14.00,-120.00,3  9090,1742,0.85,2,0.12,2,,9,,9
23,-14.00,-120.00,3  9089,1750,,9,,9,,5,0.03,2
23,-14.00,-120.00,3  9088,1990,0.69,2,0.03,2,,9,,9
23,-14.00,-120.00,3  9087,2000,,9,,9,0.04,2,0.04,2
23,-14.00,-120.00,3  9086,2090,0.87,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9085,2100,,9,,9,,5,0.01,2
23,-14.00,-120.00,3  9084,2189,1.21,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9083,2200,,9,,9,,5,0.02,2
23,-14.00,-120.00,3  9082,2289,0.97,2,,5,,9,,9
23,-14.00,-120.00,3  9081,2300,,9,,9,,5,0.06,2
23,-14.00,-120.00,3  9080,2339,0.79,2,0.00,2,,9,,9
23,-14.00,-120.00,3  9079,2350,,9,,9,,5,0.15,2
23,-14.00,-120.00,3  9078,2389,1.26,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9077,2400,,9,,9,0.03,2,0.06,2
23,-14.00,-120.00,3  9076,2439,0.89,2,,5,,9,,9
23,-14.00,-120.00,3  9075,2450,,9,,9,,5,0.07,2
23,-14.00,-120.00,3  9000,2487,0.88,2,0.01,2,,9,,9
23,-14.00,-120.00,3  9074,2487,0.88,2,0.00,2,,9,,9
23,-14.00,-120.00,3  8999,2500,,9,,9,,5,0.06,2
23,-14.00,-120.00,3  9073,2500,,9,,9,,5,,5
23,-14.00,-120.00,3  8998,2537,1.00,2,0.04,2,,9,,9
23,-14.00,-120.00,3  8997,2550,,9,,9,0.06,2,0.05,2
23,-14.00,-120.00,3  8996,2587,0.85,2,0.03,2,,9,,9
23,-14.00,-120.00,3  8995,2600,,9,,9,0.14,2,0.00,2
23,-14.00,-120.00,3  8994,2687,1.07,2,0.02,2,,9,,9
23,-14.00,-120.00,3  8993,2700,,9,,9,0.00,2,0.05,2
23,-14.00,-120.00,3  8992,2785,1.09,2,0.02,2,,9,,9
23,-14.00,-120.00,3  8991,2800,,9,,9,0.03,2,0.11,2
23,-14.00,-120.00,3  8990,2885,1.11,2,0.02,3,,9,,9
23,-14.00,-120.00,3  8989,2900,,9,,9,,5,0.18,2
23,-14.00,-120.00,3  8988,2984,1.17,2,0.02,2,,9,,9
23,-14.00,-120.00,3  8987,3000,,9,,9,,5,0.04,2
23,-14.00,-120.00,3  8986,3084,1.07,2,0.03,2,,9,,9
23,-14.00,-120.00,3  8985,3100,,9,,9,0.04,2,0.03,2
23,-14.00,-120.00,3  8984,3183,1.16,2,0.20,2,,9,,9
23,-14.00,-120.00,3  8983,3200,,9,,9,0.03,2,0.06,2
23,-14.00,-120.00,3  8982,3283,1.15,2,0.03,2,,9,,9
23,-14.00,-120.00,3  8981,3300,,9,,9,,5,0.14,2
23,-14.00,-120.00,3  8980,3331,1.12,2,0.01,2,,9,,9
23,-14.00,-120.00,3  8979,3350,,9,,9,0.00,2,0.02,2
23,-14.00,-120.00,3  8978,3414,1.27,2,0.02,2,,9,,9
23,-14.00,-120.00,3  8977,3450,,9,,9,,5,0.08,2
24,-13.27,-122.50,4  9117,2,0.18,2,,9,,9,,9
24,-13.27,-122.50,4  9148,20,0.15,2,0.02,2,,9,,9
24,-13.27,-122.50,4  9147,20,,9,,9,,9,0.00,2
24,-13.27,-122.50,4  9146,40,0.15,2,0.01,2,,9,,9
24,-13.27,-122.50,4  9145,40,,9,,9,,9,0.00,2
24,-13.27,-122.50,4  9144,55,0.22,2,0.02,2,,9,,9
24,-13.27,-122.50,4  9143,55,,9,,9,,9,0.00,2
24,-13.27,-122.50,4  9141,70,,9,,9,,9,0.00,2
24,-13.27,-122.50,4  9142,70,0.07,2,0.01,2,,9,,9
24,-13.27,-122.50,4  9139,110,,9,,9,,9,0.00,2
24,-13.27,-122.50,4  9140,111,0.16,2,0.04,2,,9,,9
24,-13.27,-122.50,4  9137,180,,9,,9,,9,0.00,2
24,-13.27,-122.50,4  9138,180,0.15,2,0.05,2,,9,,9
24,-13.27,-122.50,4  9135,225,,9,,9,,9,0.00,2
24,-13.27,-122.50,4  9136,226,0.19,2,0.07,2,,9,,9
24,-13.27,-122.50,4  9133,290,,9,,9,,9,0.01,2
24,-13.27,-122.50,4  9134,291,0.54,2,0.06,2,,9,,9
24,-13.27,-122.50,4  9131,350,,9,,9,,9,0.21,2
24,-13.27,-122.50,4  9132,351,1.71,2,0.02,2,,9,,9
24,-13.27,-122.50,4  9129,500,,9,,9,,9,,5
24,-13.27,-122.50,4  9130,501,0.99,2,0.01,2,,9,,9
24,-13.27,-122.50,4  9127,750,,9,,9,,9,0.08,2
24,-13.27,-122.50,4  9128,750,0.89,2,0.02,2,,9,,9
24,-13.27,-122.50,4  9125,1000,,9,,9,,9,0.10,2
24,-13.27,-122.50,4  9126,1002,0.80,2,0.03,2,,9,,9
25,-12.54,-125.00,7  9249,2,0.05,2,,9,,9,,9
25,-12.54,-125.00,7  9224,20,0.26,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9223,20,,9,,9,,9,0.00,2
25,-12.54,-125.00,7  9221,30,,9,,9,,9,0.00,2
25,-12.54,-125.00,7  9222,30,0.19,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9220,40,0.23,2,0.00,3,,9,,9
25,-12.54,-125.00,7  9219,40,,9,,9,,9,0.00,2
25,-12.54,-125.00,7  9217,60,,9,,9,,9,,5
25,-12.54,-125.00,7  9218,61,0.17,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9215,85,,9,,9,,9,0.17,2
25,-12.54,-125.00,7  9216,86,0.15,2,0.04,2,,9,,9
25,-12.54,-125.00,7  9214,150,0.18,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9213,150,,9,,9,,9,,5
25,-12.54,-125.00,7  9212,200,0.28,2,0.02,2,,9,,9
25,-12.54,-125.00,7  9211,200,,9,,9,,9,,5
25,-12.54,-125.00,7  9210,300,0.55,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9209,300,,9,,9,,9,,5
25,-12.54,-125.00,7  9208,349,0.73,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9207,350,,9,,9,,9,,5
25,-12.54,-125.00,7  9206,499,1.04,2,0.00,3,,9,,9
25,-12.54,-125.00,7  9205,500,,9,,9,,9,,5
25,-12.54,-125.00,7  9204,748,0.80,2,0.00,2,,9,,9
25,-12.54,-125.00,7  9203,750,,9,,9,,9,,5
25,-12.54,-125.00,7  9287,995,0.95,3,0.01,2,,9,,9
25,-12.54,-125.00,7  9202,997,0.80,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9201,1000,,9,,9,,9,0.22,2
25,-12.54,-125.00,7  9286,1000,,9,,9,,9,0.25,2
25,-12.54,-125.00,7  9285,1244,0.54,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9284,1250,,9,,9,,9,0.16,2
25,-12.54,-125.00,7  9283,1494,0.63,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9282,1550,,9,,9,,9,0.06,2
25,-12.54,-125.00,7  9281,1742,0.78,2,0.00,3,,9,,9
25,-12.54,-125.00,7  9280,1750,,9,,9,,9,0.07,2
25,-12.54,-125.00,7  9279,1991,0.68,2,0.01,2,,9,,9
25,-12.54,-125.00,7  9278,2000,,9,,9,,9,0.14,2
25,-12.54,-125.00,7  9277,2089,0.71,2,0.02,2,,9,,9
25,-12.54,-125.00,7  9276,2100,,9,,9,,9,0.09,2
