STNNBR,LATITUDE,LONGITUDE,GEOTRC_SAMPNO,depth,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W
13,-14.00,-99.00,3797,326,29.28,2,31.38,2,0.00,2,2.58,2
13,-14.00,-99.00,3796,326,29.28,2,31.46,2,0.00,2,2.59,2
13,-14.00,-99.00,3795,401,32.99,2,35.96,2,0.00,2,2.64,2
13,-14.00,-99.00,3794,401,32.99,2,35.87,2,0.00,2,2.64,2
13,-14.00,-99.00,3793,521,37.48,2,39.47,2,0.00,2,2.71,2
13,-14.00,-99.00,3792,521,37.48,2,39.48,2,0.00,2,2.71,2
13,-14.00,-99.00,3791,601,42.66,2,41.19,2,0.00,2,2.82,2
13,-14.00,-99.00,3790,601,42.17,2,41.19,2,0.00,2,2.83,2
13,-14.00,-99.00,3876,601,43.24,2,41.41,2,0.00,2,2.86,2
13,-14.00,-99.00,3875,601,43.54,2,41.55,2,0.00,2,2.87,2
13,-14.00,-99.00,3874,699,49.69,2,42.46,2,0.00,2,2.95,2
13,-14.00,-99.00,3873,699,49.88,2,42.60,2,0.00,2,2.96,2
13,-14.00,-99.00,3872,800,60.82,2,43.93,2,0.00,2,3.07,2
13,-14.00,-99.00,3871,800,61.11,2,43.89,2,0.00,2,3.07,2
13,-14.00,-99.00,3870,900,71.07,2,44.04,2,0.00,2,3.12,2
13,-14.00,-99.00,3869,900,71.16,2,44.04,2,0.00,2,3.11,2
13,-14.00,-99.00,3868,1000,79.66,2,43.28,2,0.00,2,3.09,2
13,-14.00,-99.00,3867,1000,79.85,2,43.34,2,0.00,2,3.10,2
13,-14.00,-99.00,3866,1200,96.64,2,41.82,2,0.00,2,3.05,2
13,-14.00,-99.00,3865,1200,96.84,2,41.80,2,0.00,2,3.06,2
13,-14.00,-99.00,3864,1401,111.18,2,41.09,2,0.00,2,3.00,2
13,-14.00,-99.00,3863,1401,111.18,2,41.09,2,0.00,2,3.01,2
13,-14.00,-99.00,3862,1601,120.36,2,39.86,2,0.00,2,2.92,2
13,-14.00,-99.00,3861,1601,120.65,2,39.86,2,0.00,2,2.93,2
13,-14.00,-99.00,3860,1800,126.60,2,38.88,2,0.00,2,2.85,2
13,-14.00,-99.00,3859,1800,126.50,2,38.87,2,0.00,2,2.83,2
13,-14.00,-99.00,3858,2001,131.29,2,38.21,2,0.00,2,2.79,2
13,-14.00,-99.00,3857,2001,131.09,2,38.17,2,0.00,2,2.79,2
13,-14.00,-99.00,3856,2201,131.77,2,37.26,2,0.00,2,2.70,2
13,-14.00,-99.00,3855,2201,131.19,2,37.25,2,0.00,2,2.69,2
13,-14.00,-99.00,3854,2401,130.89,2,36.15,2,0.00,2,2.61,2
13,-14.00,-99.00,3853,2401,130.31,2,36.28,2,0.00,2,2.61,2
13,-13.96,-99.05,3838,4,1.76,2,3.25,2,0.10,2,0.50,2
14,-15.00,-101.50,3914,20,1.27,2,1.50,2,0.05,2,0.38,2
14,-15.00,-101.50,3913,20,1.37,2,1.48,2,0.05,2,0.38,2
14,-15.00,-101.50,3912,70,1.17,2,1.19,2,0.05,2,0.39,2
14,-15.00,-101.50,3911,70,1.37,2,1.19,2,0.05,2,0.38,2
14,-15.00,-101.50,3910,97,1.27,2,1.33,2,0.12,2,0.44,2
14,-15.00,-101.50,3909,97,1.37,2,1.29,2,0.12,2,0.43,2
14,-15.00,-101.50,3908,125,1.27,2,2.00,2,0.75,2,0.54,2
14,-15.00,-101.50,3907,125,1.46,2,2.04,2,0.74,2,0.53,2
14,-15.00,-101.50,3906,201,5.95,2,15.57,2,0.02,2,1.39,2
14,-15.00,-101.50,3905,201,5.95,2,15.44,2,0.02,2,1.38,2
14,-15.00,-101.50,3904,276,20.79,2,25.56,2,0.00,2,2.42,2
14,-15.00,-101.50,3903,276,20.69,2,25.32,2,0.00,2,2.40,2
14,-15.00,-101.50,3902,321,26.16,2,31.22,2,0.00,2,2.63,2
14,-15.00,-101.50,3901,321,26.16,2,31.21,2,0.00,2,2.64,2
14,-15.00,-101.50,3900,351,27.23,2,33.24,2,0.00,2,2.63,2
14,-15.00,-101.50,3899,351,27.23,2,33.24,2,0.00,2,2.63,2
14,-15.00,-101.50,3898,401,29.77,2,35.57,2,0.00,2,2.59,2
14,-15.00,-101.50,3897,401,29.67,2,35.57,2,0.00,2,2.60,2
14,-15.00,-101.50,3896,500,35.73,2,37.77,2,0.00,2,2.62,2
14,-15.00,-101.50,3895,500,35.82,2,37.85,2,0.00,2,2.63,2
14,-15.00,-101.50,3894,751,54.18,2,41.98,2,0.00,2,2.93,2
14,-15.00,-101.50,3893,751,54.28,2,42.10,2,0.00,2,2.93,2
14,-15.00,-101.50,3892,1002,78.39,2,42.98,2,0.00,2,3.07,2
14,-15.00,-101.50,3891,1002,78.09,2,42.92,2,0.00,2,3.07,2
14,-15.01,-101.53,3915,3,1.27,2,1.44,2,0.04,2,0.37,2
15,-16.00,-104.00,3952,2499,133.04,2,36.19,2,0.00,2,2.59,2
15,-16.00,-104.00,3951,2499,132.36,2,36.24,2,0.00,2,2.60,2
15,-16.00,-104.00,3950,2602,134.89,2,36.03,2,0.00,2,2.58,2
15,-16.00,-104.00,3949,2602,135.19,2,36.26,2,0.00,2,2.60,2
15,-16.00,-104.00,3948,2699,136.55,2,36.28,2,0.00,2,2.61,2
15,-16.00,-104.00,3947,2699,136.45,2,36.32,2,0.00,2,2.61,2
15,-16.00,-104.00,3946,2800,139.19,2,36.36,2,0.00,2,2.62,2
15,-16.00,-104.00,3945,2800,139.29,2,36.34,2,0.00,2,2.62,2
15,-16.00,-104.00,3944,2998,141.53,2,36.47,2,0.00,2,2.63,2
15,-16.00,-104.00,3943,2998,142.21,2,36.56,2,0.00,2,2.64,2
15,-16.00,-104.00,3942,3250,144.65,2,36.75,2,0.00,2,2.65,2
15,-16.00,-104.00,3941,3250,145.63,2,36.83,2,0.00,2,2.65,2
15,-16.00,-104.00,3940,3499,147.39,2,37.04,2,0.00,2,2.65,2
15,-16.00,-104.00,3939,3499,148.66,2,37.08,2,0.00,2,2.66,2
15,-16.00,-104.00,3938,3750,150.31,2,37.17,2,0.00,2,2.65,2
15,-16.00,-104.00,3937,3750,150.02,2,37.12,2,0.00,2,2.65,2
15,-16.00,-104.00,3936,3799,151.10,2,37.19,2,0.00,2,2.67,2
15,-16.00,-104.00,3935,3799,150.31,2,37.20,2,0.00,2,2.68,2
15,-16.00,-104.00,3934,3851,150.71,2,37.15,2,0.00,2,2.68,2
15,-16.00,-104.00,3933,3851,150.02,2,37.15,2,0.00,2,2.68,2
15,-16.00,-104.00,3932,3899,149.44,2,37.15,2,0.00,2,2.69,2
15,-16.00,-104.00,3931,3899,150.41,2,37.18,2,0.00,2,2.70,2
15,-16.00,-104.00,3930,3923,149.53,2,37.11,2,0.00,2,2.69,2
15,-16.00,-104.00,3929,3923,150.61,2,37.13,2,0.00,2,2.69,2
15,-16.00,-104.00,4009,20,1.07,2,0.86,2,0.03,2,0.28,2
15,-16.00,-104.00,4008,20,1.17,2,0.86,2,0.03,2,0.29,2
15,-16.00,-104.00,4007,49,1.07,2,0.85,2,0.03,2,0.29,2
15,-16.00,-104.00,4006,49,1.17,2,0.84,2,0.03,2,0.30,2
15,-16.00,-104.00,4005,75,1.07,2,0.58,2,0.03,2,0.29,2
15,-16.00,-104.00,4004,75,1.17,2,0.56,2,0.04,2,0.29,2
15,-16.00,-104.00,4003,105,1.17,2,1.02,2,0.10,2,0.35,2
15,-16.00,-104.00,4002,105,1.17,2,1.02,2,0.10,2,0.33,2
15,-16.00,-104.00,4001,150,0.98,2,1.22,2,1.09,2,0.39,2
15,-16.00,-104.00,4000,150,1.07,2,1.24,2,1.09,2,0.38,2
15,-16.00,-104.00,3999,186,0.98,2,4.07,2,0.07,2,0.49,2
15,-16.00,-104.00,3998,186,1.17,2,4.13,2,0.07,2,0.50,2
15,-16.00,-104.00,3997,226,2.83,2,10.33,2,0.02,2,0.91,2
15,-16.00,-104.00,3996,226,2.83,2,10.32,2,0.02,2,0.90,2
15,-16.00,-104.00,3995,278,11.71,2,19.92,2,0.00,2,1.80,2
15,-16.00,-104.00,3994,278,11.62,2,19.84,2,0.00,2,1.77,2
15,-16.00,-104.00,3993,332,21.96,2,27.81,2,0.00,2,2.44,2
15,-16.00,-104.00,3992,332,21.87,2,27.77,2,0.00,2,2.43,2
15,-16.00,-104.00,3991,361,26.06,2,32.68,2,0.00,2,2.61,2
15,-16.00,-104.00,3990,361,25.96,2,32.73,2,0.00,2,2.60,2
15,-16.00,-104.00,3989,410,29.19,2,36.74,2,0.00,2,2.66,2
15,-16.00,-104.00,3988,410,29.19,2,36.77,2,0.00,2,2.66,2
15,-16.00,-104.00,3987,502,33.97,2,38.92,2,0.00,2,2.66,2
15,-16.00,-104.00,3986,502,33.87,2,39.00,2,0.00,2,2.66,2
15,-16.00,-104.00,8202,500,34.26,2,39.04,2,0.00,2,2.68,2
15,-16.00,-104.00,8201,500,34.36,2,39.10,2,0.00,2,2.69,2
15,-16.00,-104.00,8200,626,43.34,2,39.91,2,0.00,2,2.73,2
15,-16.00,-104.00,8199,626,43.44,2,39.90,2,0.00,2,2.73,2
15,-16.00,-104.00,8198,750,54.67,2,42.12,2,0.00,2,2.93,2
15,-16.00,-104.00,8197,750,54.86,2,42.25,2,0.00,2,2.94,2
15,-16.00,-104.00,8196,1001,75.85,2,42.30,2,0.00,2,3.01,2
15,-16.00,-104.00,8195,1001,75.85,2,42.35,2,0.00,2,3.00,2
15,-16.00,-104.00,8194,1251,97.22,2,41.39,2,0.00,2,3.01,2
15,-16.00,-104.00,8193,1251,97.13,2,41.40,2,0.00,2,3.00,2
15,-16.00,-104.00,8192,1501,112.84,2,40.20,2,0.00,2,2.93,2
15,-16.00,-104.00,8191,1501,112.94,2,40.22,2,0.00,2,2.94,2
15,-16.00,-104.00,8190,1750,122.60,2,39.13,2,0.00,2,2.85,2
15,-16.00,-104.00,8189,1750,122.70,2,39.13,2,0.00,2,2.86,2
15,-16.00,-104.00,8188,2002,128.45,2,37.89,2,0.00,2,2.76,2
15,-16.00,-104.00,8187,2002,128.26,2,37.92,2,0.00,2,2.76,2
15,-16.00,-104.00,8186,2202,130.41,2,36.90,2,0.00,2,2.68,2
15,-16.00,-104.00,8185,2202,130.50,2,36.92,2,0.00,2,2.69,2
15,-16.00,-104.00,8184,2301,130.50,2,36.54,2,0.00,2,2.65,2
15,-16.00,-104.00,8183,2301,130.80,2,36.61,2,0.00,2,2.66,2
15,-16.00,-104.00,8182,2400,131.58,2,36.28,2,0.00,2,2.64,2
15,-16.00,-104.00,8181,2400,131.97,2,36.29,2,0.00,2,2.65,2
15,-16.00,-104.00,8180,2501,132.06,2,36.06,2,0.00,2,2.62,2
15,-16.00,-104.00,8179,2501,132.45,2,36.07,2,0.00,2,2.63,2
15,-15.99,-104.07,4010,3,1.07,2,0.87,2,0.03,2,0.30,2
16,-15.43,-106.50,8239,20,0.98,2,1.80,2,0.04,2,0.39,2
16,-15.43,-106.50,8238,20,1.07,2,1.77,2,0.04,2,0.39,2
16,-15.43,-106.50,8237,60,0.98,2,0.22,2,0.02,2,0.32,2
16,-15.43,-106.50,8236,60,1.07,2,0.19,2,0.02,2,0.32,2
16,-15.43,-106.50,8235,90,0.98,2,0.10,2,0.03,2,0.34,2
16,-15.43,-106.50,8234,90,1.07,2,0.09,2,0.03,2,0.34,2
16,-15.43,-106.50,8233,125,0.78,2,0.00,2,0.21,2,0.35,2
16,-15.43,-106.50,8232,125,0.88,2,0.05,2,0.21,2,0.34,2
16,-15.43,-106.50,8231,171,0.88,2,2.42,2,0.10,2,0.43,2
16,-15.43,-106.50,8230,171,0.88,2,2.44,2,0.09,2,0.43,2
16,-15.43,-106.50,8229,251,6.64,2,16.49,2,0.00,2,1.42,2
16,-15.43,-106.50,8228,251,6.73,2,16.51,2,0.00,2,1.42,2
16,-15.43,-106.50,8227,295,16.20,2,23.34,2,0.00,2,2.12,2
16,-15.43,-106.50,8226,295,15.91,2,23.20,2,0.00,2,2.10,2
16,-15.43,-106.50,8225,352,26.65,2,32.91,2,0.00,2,2.63,2
16,-15.43,-106.50,8224,352,26.55,2,32.88,2,0.00,2,2.63,2
16,-15.43,-106.50,8223,401,29.38,2,37.09,2,0.00,2,2.67,2
16,-15.43,-106.50,8222,401,29.28,2,37.05,2,0.00,2,2.66,2
16,-15.43,-106.50,8221,602,42.66,2,40.51,2,0.00,2,2.72,2
16,-15.43,-106.50,8220,602,42.66,2,40.48,2,0.00,2,2.72,2
16,-15.43,-106.50,8219,802,59.65,2,42.06,2,0.00,2,2.88,2
16,-15.43,-106.50,8218,802,59.16,2,42.02,2,0.00,2,2.88,2
16,-15.43,-106.50,8217,1001,77.31,2,41.84,2,0.00,2,2.93,2
16,-15.43,-106.50,8216,1001,77.22,2,41.76,2,0.00,2,2.92,2
16,-15.43,-106.53,8240,4,1.17,2,1.95,2,0.05,2,0.38,2
17,-15.00,-109.19,8277,2500,134.70,2,36.06,2,0.00,2,2.55,2
17,-15.00,-109.19,8276,2500,135.48,2,36.15,2,0.00,2,2.57,2
17,-15.00,-109.19,8275,2599,134.89,2,36.38,2,0.00,2,2.59,2
17,-15.00,-109.19,8274,2599,136.65,2,36.22,2,0.00,2,2.58,2
17,-15.00,-109.19,8273,2699,119.86,4,37.31,4,0.00,4,2.66,4
17,-15.00,-109.19,8272,2699,137.92,2,36.28,2,0.00,2,2.58,2
17,-15.00,-109.19,8271,2799,139.58,2,36.39,2,0.00,2,2.59,2
17,-15.00,-109.19,8270,2799,139.87,2,36.37,2,0.00,2,2.59,2
17,-15.00,-109.19,8269,2901,141.53,2,36.48,2,0.00,2,2.60,2
17,-15.00,-109.19,8268,2901,142.12,2,36.53,2,0.00,2,2.61,2
17,-15.00,-109.19,8267,2999,143.68,2,36.61,2,0.00,2,2.62,2
17,-15.00,-109.19,8266,2999,144.17,2,36.70,2,0.00,2,2.62,2
17,-15.00,-109.19,8265,3200,145.34,2,36.85,2,0.00,2,2.62,2
17,-15.00,-109.19,8264,3200,146.02,2,36.80,2,0.00,2,2.63,2
17,-15.00,-109.19,8263,3399,144.56,2,36.74,2,0.00,2,2.63,2
17,-15.00,-109.19,8262,3399,146.31,2,36.82,2,0.00,2,2.64,2
17,-15.00,-109.19,8261,3600,146.70,2,36.86,2,0.00,2,2.65,2
17,-15.00,-109.19,8260,3600,48.41,4,40.03,4,0.00,4,2.71,4
17,-15.00,-109.19,8259,3650,147.48,2,36.89,2,0.00,2,2.65,2
17,-15.00,-109.19,8258,3650,138.31,4,37.02,4,0.00,4,2.65,4
17,-15.00,-109.19,8257,3675,147.39,2,36.91,2,0.00,2,2.65,2
17,-15.00,-109.19,8256,3675,147.68,2,36.96,2,0.00,2,2.65,2
17,-15.00,-109.19,8255,3692,147.78,2,36.95,2,0.00,2,2.65,2
17,-15.00,-109.19,8254,3692,147.09,2,36.90,2,0.00,2,2.64,2
17,-15.00,-109.19,8333,20,1.37,2,2.52,2,0.05,2,0.41,2
17,-15.00,-109.19,8332,20,1.46,2,2.49,2,0.05,2,0.41,2
17,-15.00,-109.19,8331,51,1.27,2,1.87,2,0.04,2,0.38,2
17,-15.00,-109.19,8330,51,1.37,2,1.95,2,0.04,2,0.39,2
17,-15.00,-109.19,8329,81,0.88,2,0.00,2,0.05,2,0.31,2
17,-15.00,-109.19,8328,81,1.07,2,0.00,2,0.05,2,0.31,2
17,-15.00,-109.19,8327,129,0.88,2,0.26,2,0.76,2,0.39,2
17,-15.00,-109.19,8326,129,0.98,2,0.32,2,0.77,2,0.39,2
17,-15.00,-109.19,8325,250,3.71,2,11.64,2,0.00,2,1.00,2
17,-15.00,-109.19,8324,250,3.71,2,11.63,2,0.00,2,0.99,2
17,-15.00,-109.19,8323,255,6.44,2,15.13,2,0.00,2,1.32,2
17,-15.00,-109.19,8322,255,6.25,2,14.92,2,0.00,2,1.29,2
17,-15.00,-109.19,8321,301,19.62,2,24.72,2,0.00,2,2.31,2
17,-15.00,-109.19,8320,301,19.42,2,24.54,2,0.00,2,2.29,2
17,-15.00,-109.19,8319,351,26.35,2,31.52,2,0.00,2,2.61,2
17,-15.00,-109.19,8318,351,26.16,2,31.49,2,0.00,2,2.61,2
17,-15.00,-109.19,8317,387,28.11,2,34.78,2,0.00,2,2.64,2
17,-15.00,-109.19,8316,387,28.01,2,34.64,2,0.00,2,2.65,2
17,-15.00,-109.19,8315,450,31.04,2,37.24,2,0.00,2,2.61,2
17,-15.00,-109.19,8314,450,29.09,4,35.26,4,0.00,4,2.50,4
17,-15.00,-109.19,8313,501,33.58,2,38.23,2,0.00,2,2.62,2
17,-15.00,-109.19,8312,501,33.58,2,38.20,2,0.00,2,2.63,2
17,-15.00,-109.19,8311,601,40.51,2,39.31,2,0.00,2,2.66,2
17,-15.00,-109.19,8310,601,40.61,2,39.30,2,0.00,2,2.66,2
17,-15.00,-109.19,8382,749,55.64,2,40.99,2,0.00,2,2.81,2
17,-15.00,-109.19,8381,749,55.64,2,41.08,2,0.00,2,2.82,2
17,-15.00,-109.19,8380,1001,77.31,2,40.81,2,0.00,2,2.86,2
17,-15.00,-109.19,8379,1001,78.19,2,41.07,2,0.00,2,2.88,2
17,-15.00,-109.19,8378,1238,-999.00,9,-999.00,9,-999.00,9,-999.00,9
17,-15.00,-109.19,8377,1238,98.01,2,39.86,2,0.00,2,2.85,2
17,-15.00,-109.19,8376,1251,98.10,2,40.04,2,0.00,2,2.86,2
17,-15.00,-109.19,8375,1251,98.59,2,40.03,2,0.00,2,2.87,2
17,-15.00,-109.19,8374,1501,113.23,2,39.28,2,0.00,2,2.83,2
17,-15.00,-109.19,8373,1501,113.23,2,39.23,2,0.00,2,2.82,2
17,-15.00,-109.19,8372,1751,122.60,2,38.31,2,0.00,2,2.75,2
17,-15.00,-109.19,8371,1751,122.70,2,38.25,2,0.00,2,2.77,2
17,-15.00,-109.19,8370,2000,127.97,2,37.33,2,0.00,2,2.69,2
17,-15.00,-109.19,8369,2000,127.97,2,37.34,2,0.00,2,2.70,2
17,-15.00,-109.19,8368,2100,128.16,2,36.98,2,0.00,2,2.67,2
17,-15.00,-109.19,8367,2100,128.26,2,36.92,2,0.00,2,2.67,2
17,-15.00,-109.19,8366,2201,130.70,2,36.67,2,0.00,2,2.65,2
17,-15.00,-109.19,8365,2201,130.89,2,36.72,2,0.00,2,2.65,2
17,-15.00,-109.19,8364,2302,130.79,2,36.52,2,0.00,2,2.64,2
17,-15.00,-109.19,8363,2302,132.26,2,36.51,2,0.00,2,2.65,2
17,-15.00,-109.19,8362,2401,133.14,2,36.36,2,0.00,2,2.63,2
17,-15.00,-109.19,8361,2401,51.44,4,28.07,4,0.05,4,2.12,4
17,-15.00,-109.19,8360,2501,135.28,2,36.33,2,0.00,2,2.64,2
17,-15.00,-109.19,8359,2501,134.60,2,36.25,2,0.00,2,2.63,2
17,-14.98,-109.25,8346,4,1.46,2,2.51,2,0.05,2,0.41,2
18,-14.98,-112.75,8433,2350,126.69,2,35.51,2,0.00,2,2.52,2
18,-14.98,-112.75,8432,2350,126.79,2,35.58,2,0.00,2,2.53,2
18,-14.98,-112.75,8431,2375,127.48,2,35.55,2,0.00,2,2.53,2
18,-14.98,-112.75,8430,2375,100.93,4,38.97,4,0.00,4,2.75,4
18,-14.98,-112.75,8429,2400,128.35,2,35.43,2,0.00,2,2.52,2
18,-14.98,-112.75,8428,2400,128.65,2,35.45,2,0.00,2,2.54,2
18,-14.98,-112.75,8427,2425,129.82,2,35.42,2,0.00,2,2.53,2
18,-14.98,-112.75,8426,2425,130.40,2,35.45,2,0.00,2,2.54,2
18,-14.98,-112.75,8425,2449,130.01,2,35.38,2,0.00,2,2.53,2
18,-14.98,-112.75,8424,2449,130.50,2,35.37,2,0.00,2,2.53,2
18,-14.98,-112.75,8423,2474,130.40,2,35.39,2,0.00,2,2.54,2
18,-14.98,-112.75,8422,2474,130.21,2,35.40,2,0.00,2,2.54,2
18,-14.98,-112.75,8421,2500,132.36,2,35.57,2,0.00,2,2.56,2
18,-14.98,-112.75,8420,2500,131.96,2,35.52,2,0.00,2,2.56,2
18,-14.98,-112.75,8419,2524,131.77,2,35.52,2,0.00,2,2.56,2
18,-14.98,-112.75,8418,2524,132.16,2,35.49,2,0.00,2,2.57,2
18,-14.98,-112.75,8417,2551,131.87,2,35.48,2,0.00,2,2.56,2
18,-14.98,-112.75,8416,2551,127.87,4,35.11,4,0.00,4,2.55,4
18,-14.98,-112.75,8415,2574,131.28,2,35.44,2,0.00,2,2.56,2
18,-14.98,-112.75,8414,2574,131.67,2,35.49,2,0.00,2,2.58,2
18,-14.98,-112.75,8413,2610,131.38,2,35.49,2,0.00,2,2.57,2
18,-14.98,-112.75,8412,2610,131.38,2,35.49,2,0.00,2,2.57,2
18,-14.98,-112.75,8411,2625,130.99,2,35.45,2,0.00,2,2.57,2
18,-14.98,-112.75,8410,2625,119.57,4,34.53,4,0.00,4,2.50,4
18,-14.98,-112.75,8477,20,1.66,2,3.87,2,0.08,2,0.46,2
18,-14.98,-112.75,8476,20,1.76,2,3.74,2,0.07,2,0.47,2
18,-14.98,-112.75,8475,60,1.07,2,0.60,2,0.03,2,0.33,2
18,-14.98,-112.75,8474,60,1.17,2,0.47,2,0.03,2,0.31,2
18,-14.98,-112.75,8473,95,1.07,2,0.32,2,0.10,2,0.37,2
18,-14.98,-112.75,8472,95,1.17,2,0.28,2,0.10,2,0.36,2
18,-14.98,-112.75,8471,150,0.68,2,0.43,2,0.79,2,0.34,2
18,-14.98,-112.75,8470,150,0.78,2,0.41,2,0.78,2,0.33,2
18,-14.98,-112.75,8469,201,0.98,2,3.59,2,0.03,2,0.48,2
18,-14.98,-112.75,8468,201,0.98,2,3.58,2,0.03,2,0.47,2
18,-14.98,-112.75,8467,306,13.86,2,21.25,2,0.00,2,1.99,2
18,-14.98,-112.75,8466,306,14.25,2,21.49,2,0.00,2,2.00,2
18,-14.98,-112.75,8465,355,25.38,2,30.71,2,0.00,2,2.60,2
18,-14.98,-112.75,8464,355,25.38,2,30.70,2,0.00,2,2.60,2
18,-14.98,-112.75,8463,401,27.43,2,34.84,2,0.00,2,2.56,2
18,-14.98,-112.75,8462,401,27.53,2,34.87,2,0.00,2,2.56,2
18,-14.98,-112.75,8461,601,41.00,2,39.08,2,0.00,2,2.64,2
18,-14.98,-112.75,8460,601,40.61,2,38.83,2,0.00,2,2.63,2
18,-14.98,-112.75,8459,802,59.94,2,40.82,2,0.00,2,2.80,2
18,-14.98,-112.75,8458,802,59.74,2,40.81,2,0.00,2,2.81,2
18,-14.98,-112.75,8457,1002,80.05,2,41.97,2,0.00,2,2.95,2
18,-14.98,-112.75,8456,1002,80.14,2,41.93,2,0.00,2,2.95,2
18,-14.98,-112.75,8455,1202,96.44,2,41.32,2,0.00,2,2.96,2
18,-14.98,-112.75,8454,1202,96.54,2,41.29,2,0.00,2,2.96,2
18,-14.98,-112.75,8546,1199,95.86,2,40.44,2,0.00,2,2.85,2
18,-14.98,-112.75,8545,1199,96.64,2,40.59,2,0.00,2,2.88,2
18,-14.98,-112.75,8544,1400,109.52,2,39.90,2,0.00,2,2.85,2
18,-14.98,-112.75,8543,1400,109.91,2,39.97,2,0.00,2,2.86,2
18,-14.98,-112.75,8542,1601,118.11,2,38.97,2,0.00,2,2.78,2
18,-14.98,-112.75,8541,1601,118.40,2,39.05,2,0.00,2,2.80,2
18,-14.98,-112.75,8540,1800,124.26,2,38.17,2,0.00,2,2.72,2
18,-14.98,-112.75,8539,1800,124.55,2,38.21,2,0.00,2,2.73,2
18,-14.98,-112.75,8538,2000,128.06,2,37.19,2,0.00,2,2.65,2
18,-14.98,-112.75,8537,2000,128.36,2,37.22,2,0.00,2,2.65,2
18,-14.98,-112.75,8536,2201,128.26,2,36.26,2,0.00,2,2.58,2
18,-14.98,-112.75,8535,2201,128.75,2,36.24,2,0.00,2,2.59,2
18,-14.98,-112.75,8534,2225,127.38,2,36.05,2,0.00,2,2.56,2
18,-14.98,-112.75,8533,2225,125.43,2,35.93,2,0.00,2,2.56,2
18,-14.98,-112.75,8532,2250,125.72,2,35.74,2,0.00,2,2.54,2
18,-14.98,-112.75,8531,2250,125.62,2,35.68,2,0.00,2,2.54,2
18,-14.98,-112.75,8530,2275,125.52,2,35.59,2,0.00,2,2.54,2
18,-14.98,-112.75,8529,2275,125.33,2,35.56,2,0.00,2,2.53,2
18,-14.98,-112.75,8528,2300,126.01,2,35.58,2,0.00,2,2.53,2
18,-14.98,-112.75,8527,2300,125.82,2,35.62,2,0.00,2,2.53,2
18,-14.98,-112.75,8526,2326,125.72,2,35.49,2,0.00,2,2.51,2
18,-14.98,-112.75,8525,2326,126.01,2,35.53,2,0.00,2,2.53,2
18,-14.98,-112.75,8524,2350,126.01,2,35.41,2,0.00,2,2.51,2
18,-14.98,-112.75,8523,2350,125.62,2,35.40,2,0.00,2,2.51,2
18,-14.98,-112.75,8604,2300,127.09,2,35.36,2,0.00,2,2.54,2
18,-14.98,-112.75,8603,2300,127.18,2,35.43,2,0.00,2,2.56,2
18,-14.98,-112.75,8602,2326,126.79,2,35.22,2,0.00,2,2.54,2
18,-14.98,-112.75,8601,2326,127.09,2,35.26,2,0.00,2,2.55,2
18,-14.98,-112.75,8600,2350,127.77,2,35.15,2,0.00,2,2.53,2
18,-14.98,-112.75,8599,2350,128.35,2,35.27,2,0.00,2,2.55,2
18,-14.98,-112.75,8598,2375,128.94,2,35.22,2,0.00,2,2.53,2
18,-14.98,-112.75,8597,2375,129.33,2,35.24,2,0.00,2,2.54,2
18,-14.98,-112.75,8596,2400,129.52,2,35.18,2,0.00,2,2.53,2
18,-14.98,-112.75,8595,2400,130.11,2,35.17,2,0.00,2,2.54,2
18,-14.98,-112.75,8594,2424,129.43,2,35.15,2,0.00,2,2.53,2
18,-14.98,-112.75,8593,2424,129.72,2,35.14,2,0.00,2,2.54,2
18,-14.98,-112.75,8592,2449,129.82,2,35.16,2,0.00,2,2.54,2
18,-14.98,-112.75,8591,2449,129.72,2,35.14,2,0.00,2,2.54,2
18,-14.98,-112.75,8590,2474,130.31,2,35.17,2,0.00,2,2.54,2
18,-14.98,-112.75,8589,2474,130.40,2,35.15,2,0.00,2,2.54,2
18,-14.98,-112.75,8588,2500,131.77,2,35.28,2,0.00,2,2.55,2
18,-14.98,-112.75,8587,2500,131.87,2,35.28,2,0.00,2,2.55,2
18,-14.98,-112.75,8586,2550,132.16,2,35.28,2,0.00,2,2.55,2
18,-14.98,-112.75,8585,2550,132.16,2,35.31,2,0.00,2,2.56,2
18,-14.98,-112.75,8584,2625,132.06,2,35.30,2,0.00,2,2.55,2
18,-14.98,-112.75,8583,2625,131.67,2,35.24,2,0.00,2,2.55,2
18,-14.98,-112.75,8582,2626,132.45,2,35.29,2,0.00,2,2.56,2
18,-14.98,-112.75,8581,2626,132.16,2,35.21,2,0.00,2,2.55,2
18,-14.91,-112.78,8478,3,1.76,2,4.08,2,0.08,2,0.43,2
20,-15.00,-113.50,8652,2450,129.43,2,35.00,2,0.00,2,2.50,2
20,-15.00,-113.50,8651,2450,129.43,2,35.09,2,0.00,2,2.52,2
20,-15.00,-113.50,8650,2500,130.11,2,35.09,2,0.00,2,2.52,2
20,-15.00,-113.50,8649,2500,129.92,2,35.08,2,0.00,2,2.53,2
20,-15.00,-113.50,8648,2550,130.21,2,35.09,2,0.00,2,2.53,2
20,-15.00,-113.50,8647,2550,130.21,2,35.12,2,0.00,2,2.53,2
20,-15.00,-113.50,8646,2599,130.70,2,35.21,2,0.00,2,2.54,2
