Year,STNNBR,LATITUDE,LONGITUDE,CTDDEPTH,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W
2011,3,38.69,-69.09,418,4.10,2,12.65,2,0.00,2,0.73,2
2011,3,38.69,-69.09,418,4.10,2,12.55,2,0.00,2,0.74,2
2011,3,38.69,-69.09,537,13.76,2,24.97,2,0.00,2,1.59,2
2011,3,38.69,-69.09,537,13.85,2,24.93,2,0.00,2,1.58,2
2011,3,38.69,-69.09,663,13.27,2,22.21,2,0.00,2,1.47,2
2011,3,38.69,-69.09,663,13.37,2,22.24,2,0.00,2,1.49,2
2011,3,38.69,-69.09,802,11.90,2,19.27,2,0.00,2,1.32,2
2011,3,38.69,-69.09,802,11.90,2,19.29,2,0.00,2,1.34,2
2011,3,38.72,-69.03,966,11.81,2,18.10,2,0.00,2,1.20,2
2011,3,38.72,-69.03,966,11.61,2,18.00,2,0.00,2,1.19,2
2011,3,38.72,-69.03,1078,11.42,2,17.75,2,0.00,2,1.17,2
2011,3,38.72,-69.03,1078,11.32,2,17.74,2,0.00,2,1.18,2
2011,3,38.72,-69.03,1201,11.42,2,17.50,2,0.00,2,1.17,2
2011,3,38.72,-69.03,1201,11.12,2,17.54,2,0.00,2,1.17,2
2011,3,38.72,-69.03,1353,11.71,2,18.32,4,0.00,2,1.21,4
2011,3,38.72,-69.03,1353,11.81,2,17.49,2,0.00,2,1.17,2
2011,3,38.72,-69.03,1500,12.20,2,17.52,2,0.00,2,1.17,2
2011,3,38.72,-69.03,1500,12.20,2,17.55,2,0.00,2,1.17,2
2011,3,38.72,-69.03,1801,13.27,2,17.40,2,0.00,2,1.17,2
2011,3,38.72,-69.03,1801,13.27,2,17.34,2,0.00,2,1.17,2
2011,3,38.72,-69.03,2100,15.03,2,17.41,2,0.00,2,1.18,2
2011,3,38.72,-69.03,2100,15.03,2,17.41,2,0.00,2,1.17,2
2011,3,38.72,-69.03,2400,17.47,2,17.44,2,0.00,2,1.19,2
2011,3,38.72,-69.03,2400,17.37,2,17.49,2,0.00,2,1.19,2
2011,3,38.72,-69.03,2700,11.81,4,19.54,4,0.00,4,1.27,4
2011,3,38.72,-69.03,2700,18.93,2,17.30,2,0.00,2,1.19,2
2011,3,38.72,-69.03,2899,18.44,2,16.89,2,0.00,2,1.16,2
2011,3,38.72,-69.03,2899,18.44,2,16.84,2,0.00,2,1.16,2
2011,3,38.72,-69.03,3124,21.08,2,16.88,2,0.00,2,1.17,2
2011,3,38.72,-69.03,3124,21.08,2,16.84,2,0.00,2,1.17,2
2011,3,38.72,-69.03,3274,23.32,2,17.18,2,0.00,2,1.18,2
2011,3,38.72,-69.03,3274,23.32,2,17.09,2,0.00,2,1.17,2
2011,5,38.08,-68.71,41,0.58,2,0.00,2,0.00,2,0.00,2
2011,5,38.08,-68.71,41,0.49,2,0.00,2,0.00,2,0.00,2
2011,5,38.08,-68.71,71,0.49,2,0.00,2,0.01,2,0.00,2
2011,5,38.08,-68.71,71,0.49,2,0.00,2,0.01,2,0.00,2
2011,5,38.08,-68.71,111,0.19,2,0.23,2,0.17,2,0.00,2
2011,5,38.08,-68.71,111,0.10,2,0.22,2,0.17,2,0.00,2
2011,5,38.08,-68.71,136,0.29,2,1.57,2,0.02,2,0.04,2
2011,5,38.08,-68.71,136,0.29,2,1.55,2,0.02,2,0.04,2
2011,5,38.08,-68.71,186,0.49,2,2.23,2,0.00,2,0.05,2
2011,5,38.08,-68.71,186,0.49,2,2.24,2,0.00,2,0.05,2
2011,5,38.08,-68.71,236,0.58,2,2.87,2,0.00,2,0.10,2
2011,5,38.08,-68.71,236,0.58,2,2.87,2,0.00,2,0.09,2
2011,5,38.08,-68.71,328,0.78,2,3.60,2,0.00,2,0.14,2
2011,5,38.08,-68.71,328,0.88,2,3.61,2,0.00,2,0.14,2
2011,5,38.08,-68.71,422,1.27,2,5.04,2,0.00,2,0.22,2
2011,5,38.08,-68.71,422,1.17,2,5.03,2,0.00,2,0.22,2
2011,5,38.08,-68.71,551,2.63,2,9.33,2,0.00,2,0.50,2
2011,5,38.08,-68.71,551,2.83,2,9.30,2,0.00,2,0.51,2
2011,5,38.08,-68.71,667,6.05,2,15.46,2,0.00,2,0.94,2
2011,5,38.08,-68.71,667,6.14,2,15.42,2,0.00,2,0.95,2
2011,5,38.08,-68.71,802,12.39,2,23.02,2,0.00,2,1.47,2
2011,5,38.08,-68.71,802,12.39,2,23.00,2,0.00,2,1.47,2
2011,5,38.08,-68.71,966,12.88,2,20.77,2,0.00,2,1.39,2
2011,5,38.08,-68.71,966,13.08,2,20.75,2,0.00,2,1.40,2
2011,6,37.57,-68.45,1951,13.95,2,17.54,2,0.00,2,1.15,2
2011,6,37.57,-68.45,1951,13.95,2,17.43,2,0.00,2,1.14,2
2011,6,37.57,-68.45,2100,15.13,2,17.55,2,0.00,2,1.17,2
2011,6,37.57,-68.45,2100,15.03,2,17.54,2,0.00,2,1.17,2
2011,6,37.57,-68.45,2400,17.96,2,17.96,2,0.00,2,1.21,2
2011,6,37.57,-68.45,2400,18.54,2,17.91,2,0.00,2,1.22,2
2011,6,37.57,-68.45,2699,19.81,2,17.79,2,0.00,2,1.21,2
2011,6,37.57,-68.45,2699,19.71,2,17.81,2,0.00,2,1.22,2
2011,6,37.57,-68.45,2999,23.71,2,18.13,2,0.00,2,1.25,2
2011,6,37.57,-68.45,2999,23.81,2,18.14,2,0.00,2,1.24,2
2011,6,37.57,-68.45,3299,24.10,2,17.79,2,0.00,2,1.23,2
2011,6,37.57,-68.45,3299,24.01,2,17.74,2,0.00,2,1.22,2
2011,6,37.57,-68.45,3598,27.23,2,18.08,2,0.00,2,1.25,2
2011,6,37.57,-68.45,3598,27.23,2,18.09,2,0.00,2,1.25,2
2011,6,37.57,-68.45,3798,29.57,2,18.44,2,0.00,2,1.28,2
2011,6,37.57,-68.45,3798,29.67,2,18.44,2,0.00,2,1.28,2
2011,6,37.57,-68.45,3997,29.57,4,18.43,4,0.00,4,1.28,4
2011,6,37.57,-68.45,3997,31.91,2,18.76,2,0.00,2,1.30,2
2011,6,37.57,-68.45,4197,33.38,2,18.93,2,0.00,2,1.32,2
2011,6,37.57,-68.45,4197,33.18,2,18.94,2,0.00,2,1.32,2
2011,6,37.57,-68.45,4432,36.40,2,19.44,2,0.00,2,1.36,2
2011,6,37.57,-68.45,4432,36.40,2,19.39,2,0.00,2,1.37,2
2011,6,37.57,-68.45,4532,37.09,2,19.46,2,0.00,2,1.38,2
2011,6,37.57,-68.45,4532,37.38,2,19.44,2,0.00,2,1.38,2
2011,6,37.53,-68.47,666,13.47,2,21.76,2,0.00,2,1.41,2
2011,6,37.53,-68.47,666,13.17,2,21.54,2,0.00,2,1.40,2
2011,6,37.53,-68.47,750,12.49,2,20.05,2,0.00,2,1.32,2
2011,6,37.53,-68.47,750,12.49,2,20.04,2,0.00,2,1.33,2
2011,6,37.53,-68.47,851,11.90,2,18.89,2,0.00,2,1.26,2
2011,6,37.53,-68.47,851,11.81,2,18.87,2,0.00,2,1.26,2
2011,6,37.53,-68.47,966,11.42,2,18.18,2,0.00,2,1.22,2
2011,6,37.53,-68.47,966,11.42,2,18.22,2,0.00,2,1.22,2
2011,6,37.53,-68.47,1085,11.22,2,17.92,2,0.00,2,1.20,2
2011,6,37.53,-68.47,1085,11.22,2,17.88,2,0.00,2,1.20,2
2011,6,37.53,-68.47,1201,11.42,2,17.73,2,0.00,2,1.19,2
2011,6,37.53,-68.47,1201,11.32,2,17.73,2,0.00,2,1.19,2
2011,6,37.53,-68.47,1302,11.42,2,17.67,2,0.00,2,1.19,2
2011,6,37.53,-68.47,1302,11.42,2,17.64,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1401,11.71,2,17.59,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1401,11.52,2,17.58,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1501,12.00,2,17.57,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1501,12.00,2,17.55,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1600,12.39,2,17.54,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1600,12.49,2,17.47,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1699,12.98,2,17.55,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1699,13.08,2,17.59,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1799,13.37,2,17.45,2,0.00,2,1.18,2
2011,6,37.53,-68.47,1799,13.37,2,17.47,2,0.00,2,1.18,2
2011,6,37.60,-68.39,41,0.88,2,0.00,2,0.02,2,0.01,2
2011,6,37.60,-68.39,41,0.88,2,0.01,2,0.01,2,0.00,2
2011,6,37.60,-68.39,66,0.88,2,0.00,2,0.00,2,0.00,2
2011,6,37.60,-68.39,66,0.78,2,0.00,2,0.00,2,0.00,2
2011,6,37.60,-68.39,90,0.78,2,0.00,2,0.02,2,0.00,2
2011,6,37.60,-68.39,90,0.68,2,0.01,2,0.02,2,0.00,2
2011,6,37.60,-68.39,112,0.68,2,0.21,2,0.11,2,0.00,2
2011,6,37.60,-68.39,112,0.68,2,0.20,2,0.11,2,0.00,2
2011,6,37.60,-68.39,142,1.17,2,2.89,2,0.01,2,0.12,2
2011,6,37.60,-68.39,142,1.17,2,2.86,2,0.01,2,0.12,2
2011,6,37.60,-68.39,166,2.54,2,6.21,2,0.00,2,0.34,2
2011,6,37.60,-68.39,166,2.44,2,5.99,2,0.00,2,0.33,2
2011,6,37.60,-68.39,237,3.80,2,10.63,2,0.00,2,0.58,2
2011,6,37.60,-68.39,237,3.80,2,10.61,2,0.00,2,0.59,2
2011,6,37.60,-68.39,286,4.58,2,12.72,2,0.00,2,0.73,2
2011,6,37.60,-68.39,286,4.58,2,12.72,2,0.00,2,0.73,2
2011,6,37.60,-68.39,352,7.31,2,17.20,2,0.00,2,1.04,2
2011,6,37.60,-68.39,352,7.41,2,17.18,2,0.00,2,1.05,2
2011,6,37.60,-68.39,422,10.34,2,20.94,2,0.00,2,1.31,2
2011,6,37.60,-68.39,422,10.44,2,20.92,2,0.00,2,1.32,2
2011,6,37.60,-68.39,487,12.20,2,22.73,2,0.00,2,1.44,2
2011,6,37.60,-68.39,487,12.29,2,22.64,2,0.00,2,1.45,2
2011,6,37.60,-68.39,602,14.25,2,23.36,2,0.00,2,1.53,2
2011,6,37.60,-68.39,602,14.25,2,23.40,2,0.00,2,1.53,2
2011,8,35.42,-66.53,32,0.39,2,0.00,2,0.00,2,0.00,2
2011,8,35.42,-66.53,32,0.29,2,0.00,2,0.00,2,0.00,2
2011,8,35.42,-66.53,65,0.29,2,0.00,2,0.00,2,0.00,2
2011,8,35.42,-66.53,65,0.19,2,0.01,2,0.00,2,0.00,2
2011,8,35.42,-66.53,112,0.39,2,2.30,2,0.01,2,0.09,2
2011,8,35.42,-66.53,112,0.39,2,2.30,2,0.00,2,0.08,2
2011,8,35.42,-66.53,137,0.29,2,2.35,2,0.00,2,0.06,2
2011,8,35.42,-66.53,137,0.10,2,2.35,2,0.00,2,0.07,2
2011,8,35.42,-66.53,185,0.88,2,4.45,2,0.00,2,0.19,2
2011,8,35.42,-66.53,185,0.97,2,4.49,2,0.00,2,0.18,2
2011,8,35.42,-66.53,236,0.49,2,3.66,2,0.00,2,0.14,2
2011,8,35.42,-66.53,236,0.78,2,3.67,2,0.00,2,0.13,2
2011,8,35.42,-66.53,288,0.68,2,3.59,2,0.00,2,0.13,2
2011,8,35.42,-66.53,288,0.68,2,3.60,2,0.00,2,0.13,2
2011,8,35.42,-66.53,423,0.68,2,4.05,2,0.00,2,0.16,2
2011,8,35.42,-66.53,423,0.68,2,4.05,2,0.00,2,0.17,2
2011,8,35.42,-66.53,552,2.14,2,8.54,2,0.00,2,0.45,2
2011,8,35.42,-66.53,552,2.24,2,8.51,2,0.00,2,0.45,2
2011,8,35.42,-66.53,804,10.83,2,21.40,2,0.00,2,1.33,2
2011,8,35.42,-66.53,804,10.73,2,21.38,2,0.00,2,1.35,2
2011,8,35.42,-66.53,1003,12.59,2,20.48,2,0.00,2,1.35,2
2011,8,35.42,-66.53,1003,12.69,2,20.50,2,0.00,2,1.37,2
2011,8,35.42,-66.53,1203,11.51,2,18.26,2,0.00,2,1.24,2
2011,8,35.42,-66.53,1203,11.71,2,18.30,2,0.00,2,1.24,2
2011,8,35.42,-66.54,1500,11.81,2,17.76,2,0.00,2,1.17,2
2011,8,35.42,-66.54,1500,11.81,2,17.60,2,0.00,2,1.16,2
2011,8,35.42,-66.54,1800,12.98,2,17.56,2,0.00,2,1.18,2
2011,8,35.42,-66.54,1800,13.08,2,17.57,2,0.00,2,1.18,2
2011,8,35.42,-66.54,2101,13.76,2,17.61,2,0.00,2,1.18,2
2011,8,35.42,-66.54,2101,13.76,2,17.58,2,0.00,2,1.19,2
2011,8,35.42,-66.54,2399,16.69,2,17.62,2,0.00,2,1.20,2
2011,8,35.42,-66.54,2399,16.59,2,17.68,2,0.00,2,1.21,2
2011,8,35.42,-66.54,2699,19.22,2,17.80,2,0.00,2,1.23,2
2011,8,35.42,-66.54,2699,19.22,2,17.75,2,0.00,2,1.23,2
2011,8,35.42,-66.54,2999,21.08,2,17.76,2,0.00,2,1.23,2
2011,8,35.42,-66.54,2999,20.98,2,17.78,2,0.00,2,1.23,2
2011,8,35.42,-66.54,3299,23.62,2,17.80,2,0.00,2,1.24,2
2011,8,35.42,-66.54,3299,23.71,2,17.79,2,0.00,2,1.24,2
2011,8,35.42,-66.54,3598,25.96,2,17.89,2,0.00,2,1.26,2
2011,8,35.42,-66.54,3598,25.96,2,17.94,2,0.00,2,1.26,2
2011,8,35.42,-66.54,3898,28.20,2,18.15,2,0.00,2,1.28,2
2011,8,35.42,-66.54,3898,28.30,2,18.17,2,0.00,2,1.28,2
2011,8,35.42,-66.54,4247,31.62,2,18.58,2,0.00,2,1.31,2
2011,8,35.42,-66.54,4247,31.42,2,18.64,2,0.00,2,1.32,2
2011,8,35.42,-66.54,4572,35.13,2,19.21,2,0.00,2,1.36,2
2011,8,35.42,-66.54,4572,35.33,2,19.15,2,0.00,2,1.36,2
2011,8,35.42,-66.54,4896,40.89,2,20.10,2,0.00,2,1.44,2
2011,8,35.42,-66.54,4896,41.28,2,20.10,2,0.00,2,1.43,2
2011,10,31.75,-64.17,40,0.29,2,0.00,2,0.00,2,0.03,2
2011,10,31.75,-64.17,40,0.29,2,0.00,2,0.00,2,0.02,2
2011,10,31.75,-64.17,66,0.19,2,0.00,2,0.00,2,0.02,2
2011,10,31.75,-64.17,66,0.19,2,0.00,2,0.00,2,0.02,2
2011,10,31.75,-64.17,84,0.10,2,0.00,2,0.00,2,0.02,2
2011,10,31.75,-64.17,84,0.00,2,0.00,2,0.00,2,0.02,2
2011,10,31.75,-64.17,97,0.49,2,1.73,2,0.04,2,0.08,2
2011,10,31.75,-64.17,97,0.49,2,1.72,2,0.04,2,0.07,2
2011,10,31.75,-64.17,135,0.39,2,0.78,2,0.02,2,0.00,2
2011,10,31.75,-64.17,135,0.29,2,0.79,2,0.03,2,0.00,2
2011,10,31.75,-64.17,186,0.49,2,2.35,2,0.00,2,0.04,2
2011,10,31.75,-64.17,186,0.58,2,2.33,2,0.00,2,0.04,2
2011,10,31.75,-64.17,236,0.68,2,3.47,2,0.00,2,0.11,2
2011,10,31.75,-64.17,236,0.78,2,3.47,2,0.00,2,0.11,2
2011,10,31.75,-64.17,287,0.97,2,3.92,2,0.00,2,0.15,2
2011,10,31.75,-64.17,287,0.88,2,3.92,2,0.00,2,0.15,2
2011,10,31.75,-64.17,346,0.97,2,3.81,2,0.00,2,0.14,2
2011,10,31.75,-64.17,346,0.97,2,3.80,2,0.00,2,0.14,2
2011,10,31.75,-64.17,421,1.17,2,4.51,2,0.00,2,0.18,2
2011,10,31.75,-64.17,421,1.17,2,4.52,2,0.00,2,0.19,2
2011,10,31.75,-64.17,502,1.85,2,6.76,2,0.00,2,0.32,2
2011,10,31.75,-64.17,502,1.95,2,6.76,2,0.00,2,0.33,2
2011,10,31.75,-64.17,577,3.22,2,9.86,2,0.00,2,0.53,2
2011,10,31.75,-64.17,577,3.22,2,9.84,2,0.00,2,0.54,2
2011,10,31.75,-64.17,2299,19.22,2,18.05,2,0.00,2,1.21,2
2011,10,31.75,-64.17,2299,18.93,2,18.06,2,0.00,2,1.21,2
2011,10,31.75,-64.17,2498,19.62,2,17.88,2,0.00,2,1.21,2
2011,10,31.75,-64.17,2498,19.71,2,17.89,2,0.00,2,1.20,2
2011,10,31.75,-64.17,2698,20.69,2,17.73,2,0.00,2,1.20,2
2011,10,31.75,-64.17,2698,20.69,2,17.77,2,0.00,2,1.21,2
2011,10,31.75,-64.17,2998,23.42,2,17.85,2,0.00,2,1.22,2
2011,10,31.75,-64.17,2998,23.52,2,17.85,2,0.00,2,1.22,2
2011,10,31.75,-64.17,3298,25.96,2,17.95,2,0.00,2,1.23,2
2011,10,31.75,-64.17,3298,25.96,2,17.91,2,0.00,2,1.23,2
2011,10,31.75,-64.17,3597,29.37,2,18.26,2,0.00,2,1.26,2
2011,10,31.75,-64.17,3597,29.28,2,18.27,2,0.00,2,1.26,2
2011,10,31.75,-64.17,3897,32.60,2,18.73,2,0.00,2,1.29,2
2011,10,31.75,-64.17,3897,32.60,2,18.69,2,0.00,2,1.29,2
2011,10,31.75,-64.17,4196,35.62,2,19.12,2,0.00,2,1.33,2
2011,10,31.75,-64.17,4196,35.33,2,19.13,2,0.00,2,1.33,2
2011,10,31.75,-64.17,4346,31.52,4,18.79,4,0.00,4,1.30,4
2011,10,31.75,-64.17,4346,36.40,2,19.29,2,0.00,2,1.34,2
2011,10,31.75,-64.17,4436,36.40,2,19.22,2,0.00,2,1.34,2
2011,10,31.75,-64.17,4436,36.40,2,19.26,2,0.00,2,1.34,2
2011,10,31.75,-64.17,4479,36.50,2,19.22,2,0.00,2,1.34,2
2011,10,31.75,-64.17,4479,36.30,2,19.23,2,0.00,2,1.34,2
2011,10,31.75,-64.17,4526,36.50,2,19.22,2,0.00,2,1.34,2
2011,10,31.75,-64.17,4526,36.69,2,19.25,2,0.00,2,1.34,2
2011,10,31.75,-64.17,46,-999.00,9,-999.00,9,-999.00,9,-999.00,9
2011,10,31.75,-64.17,46,-999.00,9,-999.00,9,-999.00,9,-999.00,9
2011,10,31.75,-64.17,61,-999.00,9,-999.00,9,-999.00,9,-999.00,9
2011,10,31.75,-64.17,61,-999.00,9,-999.00,9,-999.00,9,-999.00,9
