Station_ID	Sample_Depth	Start_Latitude	Start_Longitude	Hg0_pM	HgT_pM	DMHg_pM	MMHg_pM	TRANSM	FLUORM	CTDPRS	CTDTMP	CTDSAL	CTDOXY	SILCAT	NITRAT	NITRIT	PHSPHT
30	124	87.64	-179.593	0.26	0.55	0.033	0.156	4.4628	0.015	125.1	-1.0845	34.2448	301.9	5.37	8.43	0	0.67
30	124	87.64	-179.593	0.26	0.55	0.033	0.156	4.4609	0.015	125.1	-1.0845	34.2448	301.9	5.37	8.33	0	0.67
30	124	87.64	-179.593	0.26	0.55	0.033	0.156	4.4609	0.015	125.1	-1.0845	34.2448	301.9	5.37	8.43	0	0.67
30	174	87.64	-179.593	0.26	0.57	0.014	0.041	4.4663	0.015	176.1	-0.0007	34.5455	295	5.67	10.19	0	0.75
30	174	87.64	-179.593	0.26	0.57	0.014	0.041	4.4663	0.015	176.1	-0.0007	34.5455	295	5.67	10.39	0	0.76
30	174	87.64	-179.593	0.26	0.57	0.014	0.041	4.464	0.014	176.1	-0.0007	34.5455	295	5.67	10.19	0	0.75
30	174	87.64	-179.593	0.26	0.57	0.014	0.041	4.464	0.014	176.1	-0.0007	34.5455	295	5.67	10.39	0	0.76
30	224	87.64	-179.593	0.2	0.67	0.024	0.021	4.4672	0.012	226.5	0.7018	34.7885	290.7	5.86	11.84	0	0.82
30	224	87.64	-179.593	0.2	0.67	0.024	0.021	4.4672	0.012	226.5	0.7018	34.7885	290.7	5.86	11.85	0	0.81
30	224	87.64	-179.593	0.2	0.67	0.024	0.021	4.4673	0.012	226.5	0.7018	34.7885	290.7	5.86	11.84	0	0.82
30	224	87.64	-179.593	0.2	0.67	0.024	0.021	4.4673	0.012	226.5	0.7018	34.7885	290.7	5.86	11.85	0	0.81
30	224	87.64	-179.593	0.2	0.67	0.024	0.021	4.4656	0.011	226.5	0.7018	34.7885	290.7	5.86	11.84	0	0.82
30	224	87.64	-179.593	0.2	0.67	0.024	0.021	4.4656	0.011	226.5	0.7018	34.7885	290.7	5.86	11.85	0	0.81
30	224	87.64	-179.593	0.2	0.67	0.024	0.021	4.4658	0.012	226.5	0.7018	34.7885	290.7	5.86	11.84	0	0.82
30	224	87.64	-179.593	0.2	0.67	0.024	0.021	4.4658	0.012	226.5	0.7018	34.7885	290.7	5.86	11.85	0	0.81
30	259	87.64	-179.593	0.14	0.68	0.029	0.069	4.4674	0.011	261.9	0.7885	34.8116	292	5.76	11.93	0	0.81
30	259	87.64	-179.593	0.14	0.68	0.029	0.069	4.4674	0.011	261.9	0.7885	34.8116	292	5.86	11.94	0	0.82
30	259	87.64	-179.593	0.14	0.68	0.029	0.069	4.4661	0.011	261.9	0.7885	34.8116	292	5.76	11.93	0	0.81
30	259	87.64	-179.593	0.14	0.68	0.029	0.069	4.4661	0.011	261.9	0.7885	34.8116	292	5.86	11.94	0	0.82
30	374	87.64	-179.593	0.14	0.54	0.014	0.064	4.4666	0.01	378.3	0.9249	34.868	296.6	5.86	12.21	0	0.83
30	374	87.64	-179.593	0.14	0.54	0.014	0.064	4.4666	0.01	378.3	0.9249	34.868	296.6	5.96	12.23	0	0.85
30	374	87.64	-179.593	0.14	0.54	0.014	0.064	4.4653	0.01	378.3	0.9249	34.868	296.6	5.86	12.21	0	0.83
30	374	87.64	-179.593	0.14	0.54	0.014	0.064	4.4653	0.01	378.3	0.9249	34.868	296.6	5.96	12.23	0	0.85
30	499	87.64	-179.593	0.085	0.51	0.028	0.086	4.4664	0.01	504.9	0.5672	34.8697	297.7	6.15	12.39	0	0.85
30	499	87.64	-179.593	0.085	0.51	0.028	0.086	4.4664	0.01	504.9	0.5672	34.8697	297.7	6.15	12.37	0	0.86
30	499	87.64	-179.593	0.085	0.51	0.028	0.086	4.4664	0.01	505.2	0.5735	34.8684	296.5	6.15	12.22	0	0.83
30	499	87.64	-179.593	0.085	0.51	0.028	0.086	4.4664	0.01	505.2	0.5735	34.8684	296.5	6.15	12.26	0	0.83
30	499	87.64	-179.593	0.085	0.51	0.028	0.086	4.4653	0.01	504.9	0.5672	34.8697	297.7	6.15	12.39	0	0.85
30	499	87.64	-179.593	0.085	0.51	0.028	0.086	4.4653	0.01	504.9	0.5672	34.8697	297.7	6.15	12.37	0	0.86
30	499	87.64	-179.593	0.085	0.51	0.028	0.086	4.4653	0.01	505.2	0.5735	34.8684	296.5	6.15	12.22	0	0.83
30	499	87.64	-179.593	0.085	0.51	0.028	0.086	4.4653	0.01	505.2	0.5735	34.8684	296.5	6.15	12.26	0	0.83
30	799	87.64	-179.593	0.04	0.74	0.026	0.032	4.4677	0.01	809.4	0.0067	34.8766	300.5	6.45	12.3	0	0.84
30	799	87.64	-179.593	0.04	0.74	0.026	0.032	4.4677	0.01	809.4	0.0067	34.8766	300.5	6.35	12.34	0	0.85
30	799	87.64	-179.593	0.04	0.74	0.026	0.032	4.4669	0.01	809.4	0.0067	34.8766	300.5	6.45	12.3	0	0.84
30	799	87.64	-179.593	0.04	0.74	0.026	0.032	4.4669	0.01	809.4	0.0067	34.8766	300.5	6.35	12.34	0	0.85
30	999	87.64	-179.593	0.04	0.41	0.013	0.102	4.4689	0.01	1012.5	-0.1695	34.8894	301.5	6.84	12.53	0	0.87
30	999	87.64	-179.593	0.04	0.41	0.013	0.102	4.4689	0.01	1012.5	-0.1695	34.8894	301.5	6.84	12.57	0	0.87
30	999	87.64	-179.593	0.04	0.41	0.013	0.102	4.4678	0.01	1012.5	-0.1695	34.8894	301.5	6.84	12.53	0	0.87
30	999	87.64	-179.593	0.04	0.41	0.013	0.102	4.4678	0.01	1012.5	-0.1695	34.8894	301.5	6.84	12.57	0	0.87
30	1399	87.64	-179.593	0	0.35	0.051	0.02	4.4701	0.01	1419	-0.3467	34.9204	299.6	8.79	13.45	0	0.94
30	1399	87.64	-179.593	0	0.35	0.051	0.02	4.4701	0.01	1419	-0.3467	34.9204	299.6	8.79	13.46	0	0.93
30	1399	87.64	-179.593	0	0.35	0.051	0.02	4.4695	0.01	1419	-0.3467	34.9204	299.6	8.79	13.45	0	0.94
30	1399	87.64	-179.593	0	0.35	0.051	0.02	4.4695	0.01	1419	-0.3467	34.9204	299.6	8.79	13.46	0	0.93
30	1899	87.64	-179.593	0.05	0.4	0.011	0.01	4.4711	0.01	1928.5	-0.4058	34.9463	295.9	11.62	14.2	0	1
30	1899	87.64	-179.593	0.05	0.4	0.011	0.01	4.4711	0.01	1928.5	-0.4058	34.9463	295.9	11.62	14.2	0	0.98
30	1899	87.64	-179.593	0.05	0.4	0.011	0.01	4.4701	0.01	1928.5	-0.4058	34.9463	295.9	11.62	14.2	0	1
30	1899	87.64	-179.593	0.05	0.4	0.011	0.01	4.4701	0.01	1928.5	-0.4058	34.9463	295.9	11.62	14.2	0	0.98
30	2399	87.64	-179.593			0.03	0.021	4.4711	0.01	2438.9	-0.3863	34.9531	297.7	12.5	14.4	0	1.01
30	2399	87.64	-179.593			0.03	0.021	4.4711	0.01	2438.9	-0.3863	34.9531	297.7	12.5	14.42	0	1.01
30	2899	87.64	-179.593		1.18	0.062	0.098	4.4713	0.011	2950.7	-0.3552	34.9544	303.6	12.5	14.5	0	1
30	2899	87.64	-179.593		1.18	0.062	0.098	4.4713	0.011	2950.7	-0.3552	34.9544	303.6	12.5	14.42	0	1
30	3399	87.64	-179.593		0.49	0.044	0.123	4.4701	0.01	3464	-0.3147	34.9542	311.1	12.21	14.4	0	1
30	3399	87.64	-179.593		0.49	0.044	0.123	4.4701	0.01	3464	-0.3147	34.9542	311.1	12.21	14.41	0	1.01
30	3791	87.64	-179.593		0.53	0.048	0.112	4.4701	0.01	3866.7	-0.2753	34.9541	316.6	12.21	14.42	0	1
30	3791	87.64	-179.593		0.53	0.048	0.112	4.4701	0.01	3866.7	-0.2753	34.9541	316.6	12.21	14.4	0	1
30	3867	87.64	-179.593		0.55	0.01	0.029	4.47	0.01	3945.2	-0.2676	34.954	317.8	12.21	14.38	0	1.01
30	3867	87.64	-179.593		0.55	0.01	0.029	4.47	0.01	3945.2	-0.2676	34.954	317.8	12.21	14.41	0	1.01
30	3917	87.64	-179.593		0.48	0.029	0.011	4.4676	0.01	3996.6	-0.2624	34.954	319.2	12.21	14.42	0	1
30	3917	87.64	-179.593		0.48	0.029	0.011	4.4676	0.01	3996.6	-0.2624	34.954	319.2	12.21	14.43	0	1.01
32	19	89.995	11.91	0.16	1.13	0.013	0.035	4.427	0.096	19.2	-1.5947	31.4114	341.7	9.4	2.54	0.03	0.57
32	19	89.995	11.91	0.16	1.13	0.013	0.035	4.427	0.096	19.2	-1.5947	31.4114	341.7	9.6	2.55	0.02	0.56
32	19	89.995	11.91	0.16	1.13	0.013	0.035	4.417	0.07	19.2	-1.5947	31.4114	341.7	9.4	2.54	0.03	0.57
32	19	89.995	11.91	0.16	1.13	0.013	0.035	4.417	0.07	19.2	-1.5947	31.4114	341.7	9.6	2.55	0.02	0.56
32	39	89.995	11.91	0	0.7	0.003	0.03	4.447	0.044	39.3	-1.7514	32.6726	350.2	4.7	2.3	0.01	0.38
32	39	89.995	11.91	0	0.7	0.003	0.03	4.447	0.044	39.3	-1.7514	32.6726	350.2	4.79	2.33	0.01	0.38
32	39	89.995	11.91	0	0.7	0.003	0.03	4.439	0.041	39.3	-1.7514	32.6726	350.2	4.7	2.3	0.01	0.38
32	39	89.995	11.91	0	0.7	0.003	0.03	4.439	0.041	39.3	-1.7514	32.6726	350.2	4.79	2.33	0.01	0.38
32	59	89.995	11.91	0.27	0.97	0.004	0.034	4.4543	0.028	59.8	-1.793	33.0834	355.7	3.42	2.15	0.01	0.33
32	59	89.995	11.91	0.27	0.97	0.004	0.034	4.4543	0.028	59.8	-1.793	33.0834	355.7	3.33	2.06	0.01	0.32
32	59	89.995	11.91	0.27	0.97	0.004	0.034	4.4451	0.035	59.8	-1.793	33.0834	355.7	3.42	2.15	0.01	0.33
32	59	89.995	11.91	0.27	0.97	0.004	0.034	4.4451	0.035	59.8	-1.793	33.0834	355.7	3.33	2.06	0.01	0.32
32	79	89.995	11.91	0.1	0.96	0.015	0.013	4.4574	0.023	79.9	-1.7812	33.3352	350.2	3.23	2.57	0.01	0.34
32	79	89.995	11.91	0.1	0.96	0.015	0.013	4.4574	0.023	79.9	-1.7812	33.3352	350.2	3.33	2.53	0	0.34
32	79	89.995	11.91	0.1	0.96	0.015	0.013	4.4449	0.039	79.9	-1.7812	33.3352	350.2	3.23	2.57	0.01	0.34
32	79	89.995	11.91	0.1	0.96	0.015	0.013	4.4449	0.039	79.9	-1.7812	33.3352	350.2	3.33	2.53	0	0.34
32	99	89.995	11.91	0.19	0.74	0.059	0.054	4.4599	0.02	99.9	-1.7248	33.5607	336.3	3.91	4.06	0	0.42
32	99	89.995	11.91	0.19	0.74	0.059	0.054	4.4599	0.02	99.9	-1.7248	33.5607	336.3	3.81	3.94	0	0.42
32	99	89.995	11.91	0.19	0.74	0.059	0.054	4.4521	0.019	99.9	-1.7248	33.5607	336.3	3.91	4.06	0	0.42
32	99	89.995	11.91	0.19	0.74	0.059	0.054	4.4521	0.019	99.9	-1.7248	33.5607	336.3	3.81	3.94	0	0.42
32	124	89.995	11.91	0.08	0.62	0.029	0.027	4.4618	0.017	125.3	-1.5182	34.1083	308.8	3.71	6.72	0	0.55
32	124	89.995	11.91	0.08	0.62	0.029	0.027	4.4618	0.017	125.3	-1.5182	34.1083	308.8	3.81	6.7	0	0.55
32	124	89.995	11.91	0.08	0.62	0.029	0.027	4.4546	0.016	125.3	-1.5182	34.1083	308.8	3.71	6.72	0	0.55
32	124	89.995	11.91	0.08	0.62	0.029	0.027	4.4546	0.016	125.3	-1.5182	34.1083	308.8	3.81	6.7	0	0.55
32	149	89.995	11.91	0	0.83	0.041	0.078	4.4639	0.015	150.6	-0.9451	34.3499	299.1	4.59	8.51	0	0.64
32	149	89.995	11.91	0	0.83	0.041	0.078	4.4639	0.015	150.6	-0.9451	34.3499	299.1	4.59	8.52	0	0.64
32	149	89.995	11.91	0	0.83	0.041	0.078	4.4563	0.014	150.6	-0.9451	34.3499	299.1	4.59	8.51	0	0.64
32	149	89.995	11.91	0	0.83	0.041	0.078	4.4563	0.014	150.6	-0.9451	34.3499	299.1	4.59	8.52	0	0.64
32	199	89.995	11.91	0	1.06	0.041	0.015	4.4659	0.013	201.2	0.0348	34.594	294.8	4.3	9.67	0	0.68
32	199	89.995	11.91	0	1.06	0.041	0.015	4.4659	0.013	201.2	0.0348	34.594	294.8	4.3	9.74	0	0.68
32	199	89.995	11.91	0	1.06	0.041	0.015	4.4591	0.013	201.2	0.0348	34.594	294.8	4.3	9.67	0	0.68
32	199	89.995	11.91	0	1.06	0.041	0.015	4.4591	0.013	201.2	0.0348	34.594	294.8	4.3	9.74	0	0.68
32	274	89.995	11.91	0		0.06	0.037	4.4676	0.01	277	1.0716	34.8299	287	4.79	11.65	0	0.77
32	274	89.995	11.91	0		0.06	0.037	4.4676	0.01	277	1.0716	34.8299	287	4.79	11.66	0	0.78
32	274	89.995	11.91	0		0.06	0.037	4.4611	0.01	277	1.0716	34.8299	287	4.79	11.65	0	0.77
32	274	89.995	11.91	0		0.06	0.037	4.4611	0.01	277	1.0716	34.8299	287	4.79	11.66	0	0.78
32	349	89.995	11.91	0.06	1.02	0.034	0.052	4.4666	0.01	352.9	1.2222	34.8735	288.8	4.98	11.89	0	0.79
32	349	89.995	11.91	0.06	1.02	0.034	0.052	4.4666	0.01	352.9	1.2222	34.8735	288.8	4.88	11.9	0	0.78
32	349	89.995	11.91	0.06	1.02	0.034	0.052	4.4602	0.01	352.9	1.2222	34.8735	288.8	4.98	11.89	0	0.79
32	349	89.995	11.91	0.06	1.02	0.034	0.052	4.4602	0.01	352.9	1.2222	34.8735	288.8	4.88	11.9	0	0.78
32	424	89.995	11.91	0.07	0.72	0.075	0.066	4.4676	0.01	428.8	1.0554	34.8867	291.3	5.18	12.05	0	0.8
32	424	89.995	11.91	0.07	0.72	0.075	0.066	4.4676	0.01	428.8	1.0554	34.8867	291.3	5.18	12.04	0	0.79
32	424	89.995	11.91	0.07	0.72	0.075	0.066	4.4611	0.011	428.8	1.0554	34.8867	291.3	5.18	12.05	0	0.8
32	424	89.995	11.91	0.07	0.72	0.075	0.066	4.4611	0.011	428.8	1.0554	34.8867	291.3	5.18	12.04	0	0.79
32	499	89.995	11.91	0.08	0.51	0.02	0.0345	4.4664	0.01	504.8	0.8424	34.8919	293.6	5.28	11.96	0	0.8
32	499	89.995	11.91	0.08	0.51	0.02	0.0345	4.4664	0.01	504.8	0.8424	34.8919	293.6	5.28	11.99	0	0.8
32	499	89.995	11.91	0.08	0.51	0.02	0.0345	4.4664	0.01	505.1	0.8532	34.8927	290.6	5.37	11.86	0	0.8
32	499	89.995	11.91	0.08	0.51	0.02	0.0345	4.4664	0.01	505.1	0.8532	34.8927	290.6	5.37	11.95	0	0.81
32	499	89.995	11.91	0.08	0.51	0.02	0.0345	4.46	0.01	504.8	0.8424	34.8919	293.6	5.28	11.96	0	0.8
32	499	89.995	11.91	0.08	0.51	0.02	0.0345	4.46	0.01	504.8	0.8424	34.8919	293.6	5.28	11.99	0	0.8
32	499	89.995	11.91	0.08	0.51	0.02	0.0345	4.46	0.01	505.1	0.8532	34.8927	290.6	5.37	11.86	0	0.8
32	499	89.995	11.91	0.08	0.51	0.02	0.0345	4.46	0.01	505.1	0.8532	34.8927	290.6	5.37	11.95	0	0.81
32	749	89.995	11.91	0	0.28	0.048	0.012	4.4655	0.01	758.6	0.189	34.893	293.2	5.76	11.92	0	0.81
32	749	89.995	11.91	0	0.28	0.048	0.012	4.4655	0.01	758.6	0.189	34.893	293.2	5.66	11.95	0	0.82
32	749	89.995	11.91	0	0.28	0.048	0.012	4.4615	0.01	758.6	0.189	34.893	293.2	5.76	11.92	0	0.81
32	749	89.995	11.91	0	0.28	0.048	0.012	4.4615	0.01	758.6	0.189	34.893	293.2	5.66	11.95	0	0.82
32	999	89.995	11.91	0.05	0.41	0.043	0.014	4.4614	0.011	1012.3	-0.0887	34.9063	292.9	6.35	12.2	0	0.84
32	999	89.995	11.91	0.05	0.41	0.043	0.014	4.4614	0.011	1012.3	-0.0887	34.9063	292.9	6.35	12.23	0	0.84
32	1299	89.995	11.91	0.16	0.25	0.023	0.06	4.4615	0.011	1317.2	-0.3294	34.9142	292	7.72	12.99	0	0.89
32	1299	89.995	11.91	0.16	0.25	0.023	0.06	4.4615	0.011	1317.2	-0.3294	34.9142	292	7.72	12.99	0	0.89
32	1599	89.995	11.91	0	0.31	0.028	0.013	4.4628	0.01	1622.7	-0.5317	34.9164	290.6	9.08	13.65	0	0.93
32	1599	89.995	11.91	0	0.31	0.028	0.013	4.4628	0.01	1622.7	-0.5317	34.9164	290.6	9.18	13.75	0	0.94
32	1899	89.995	11.91	0	0.66	0.029	0.044	4.4627	0.01	1928.3	-0.5693	34.9255	287.4	10.65	14.23	0	0.96
32	1899	89.995	11.91	0	0.66	0.029	0.044	4.4627	0.01	1928.3	-0.5693	34.9255	287.4	10.55	14.2	0	0.97
32	2349	89.995	11.91	0	0.28	0.02	0.027	4.463	0.01	2387.9	-0.7175	34.9224	292.6	10.65	14.38	0	0.98
32	2349	89.995	11.91	0	0.28	0.02	0.027	4.463	0.01	2387.9	-0.7175	34.9224	292.6	10.65	14.41	0	0.98
32	2799	89.995	11.91	0.15	0.66	0.039	0.03	4.4643	0.01	2848.4	-0.7435	34.9275	296	10.74	14.47	0	0.98
32	2799	89.995	11.91	0.15	0.66	0.039	0.03	4.4643	0.01	2848.4	-0.7435	34.9275	296	10.84	14.46	0	0.98
32	3224	89.995	11.91	0.11	0.71	0.038	0.034	4.4634	0.01	3284.4	-0.7324	34.9337	299.6	11.13	14.5	0	0.98
32	3224	89.995	11.91	0.11	0.71	0.038	0.034	4.4634	0.01	3284.4	-0.7324	34.9337	299.6	11.04	14.49	0	0.98
32	3659	89.995	11.91	0.09	0.41	0.018	0.006	4.4641	0.011	3731.1	-0.7036	34.9385	303.7	11.04	14.44	0	0.99
32	3659	89.995	11.91	0.09	0.41	0.018	0.006	4.4641	0.011	3731.1	-0.7036	34.9385	303.7	11.04	14.45	0	0.99
32	4159	89.995	11.91	0.15	0.5	0.027	0.034	4.4642	0.011	4246	-0.6491	34.9413	309.7	11.23	14.35	0	0.99
32	4159	89.995	11.91	0.15	0.5	0.027	0.034	4.4642	0.011	4246	-0.6491	34.9413	309.7	11.13	14.38	0	0.99
32	4199	89.995	11.91	0.18	0.5	0.07	0.013	4.4623	0.011	4287.3	-0.6449	34.9411	310.7	11.13	14.39	0	0.98
32	4199	89.995	11.91	0.18	0.5	0.07	0.013	4.4623	0.011	4287.3	-0.6449	34.9411	310.7	11.13	14.4	0	0.99
38	19	87.825	-148.874	0.33	1.42	0.002	0	4.4394	0.055	19.3	-1.4549	28.5881	365.6	13.15	0.75	0.06	0.74
38	19	87.825	-148.874	0.33	1.42	0.002	0	4.4394	0.055	19.3	-1.4549	28.5881	365.6	13.15	0.57	0.07	0.73
38	19	87.825	-148.874	0.33	1.42	0.002	0	4.4379	0.074	19.3	-1.4549	28.5881	365.6	13.15	0.75	0.06	0.74
38	19	87.825	-148.874	0.33	1.42	0.002	0	4.4379	0.074	19.3	-1.4549	28.5881	365.6	13.15	0.57	0.07	0.73
38	44	87.825	-148.874	0.04	1.28	0.014	0	4.4468	0.036	44.4	-1.5935	30.4279	345.8	12.15	2.88	0.01	0.77
38	44	87.825	-148.874	0.04	1.28	0.014	0	4.4468	0.036	44.4	-1.5935	30.4279	345.8	12.05	2.56	0.01	0.77
38	44	87.825	-148.874	0.04	1.28	0.014	0	4.4483	0.038	44.4	-1.5935	30.4279	345.8	12.15	2.88	0.01	0.77
38	44	87.825	-148.874	0.04	1.28	0.014	0	4.4483	0.038	44.4	-1.5935	30.4279	345.8	12.05	2.56	0.01	0.77
38	62	87.825	-148.874	0.09	1.16	0.018	0.017	4.4521	0.023	62.6	-1.6084	32.0934	322.6	14.78	6.46	0	0.95
38	62	87.825	-148.874	0.09	1.16	0.018	0.017	4.4521	0.023	62.6	-1.6084	32.0934	322.6	12.43	5.47	0	0.85
38	62	87.825	-148.874	0.09	1.16	0.018	0.017	4.4517	0.021	62.6	-1.6084	32.0934	322.6	14.78	6.46	0	0.95
38	62	87.825	-148.874	0.09	1.16	0.018	0.017	4.4517	0.021	62.6	-1.6084	32.0934	322.6	12.43	5.47	0	0.85
38	82	87.825	-148.874	0.07	0.97	0.034	0.048	4.4501	0.021	82.8	-1.4952	32.966	265.5	21.13	10.13	0	1.17
38	82	87.825	-148.874	0.07	0.97	0.034	0.048	4.4501	0.021	82.8	-1.4952	32.966	265.5	18.09	9.48	0	1.06
38	82	87.825	-148.874	0.07	0.97	0.034	0.048	4.4539	0.019	82.8	-1.4952	32.966	265.5	21.13	10.13	0	1.17
38	82	87.825	-148.874	0.07	0.97	0.034	0.048	4.4539	0.019	82.8	-1.4952	32.966	265.5	18.09	9.48	0	1.06
38	99	87.825	-148.874	0.15	1.48	0.002	0.028	4.4549	0.018	100.2	-1.4619	33.6978	285.1	13.2	0.85	0.05	0.76
38	99	87.825	-148.874	0.15	1.48	0.002	0.028	4.4549	0.018	100.2	-1.4619	33.6978	285.1	13.2	0.6	0.07	0.75
38	99	87.825	-148.874	0.15	1.48	0.002	0.028	4.4557	0.018	100.2	-1.4619	33.6978	285.1	13.2	0.85	0.05	0.76
38	99	87.825	-148.874	0.15	1.48	0.002	0.028	4.4557	0.018	100.2	-1.4619	33.6978	285.1	13.2	0.6	0.07	0.75
38	124	87.825	-148.874	0.18	0.43	0.045	0.023	4.4567	0.016	125.1	-1.3376	34.1522	293.9	6.35	7.79	0	0.67
38	124	87.825	-148.874	0.18	0.43	0.045	0.023	4.4567	0.016	125.1	-1.3376	34.1522	293.9	6.65	7.78	0	0.68
38	124	87.825	-148.874	0.18	0.43	0.045	0.023	4.4602	0.015	125.1	-1.3376	34.1522	293.9	6.35	7.79	0	0.67
38	124	87.825	-148.874	0.18	0.43	0.045	0.023	4.4602	0.015	125.1	-1.3376	34.1522	293.9	6.65	7.78	0	0.68
38	149	87.825	-148.874	0.06	1.42	0.018	0.021	4.4604	0.014	150.6	-0.8505	34.3354	291.1	5.77	8.68	0	0.69
38	149	87.825	-148.874	0.06	1.42	0.018	0.021	4.4604	0.014	150.6	-0.8505	34.3354	291.1	5.77	8.66	0	0.7
38	149	87.825	-148.874	0.06	1.42	0.018	0.021	4.4641	0.015	150.6	-0.8505	34.3354	291.1	5.77	8.68	0	0.69
38	149	87.825	-148.874	0.06	1.42	0.018	0.021	4.4641	0.015	150.6	-0.8505	34.3354	291.1	5.77	8.66	0	0.7
38	199	87.825	-148.874	0.08	1.04	0.057	0.024	4.465	0.014	201.2	0.1405	34.6055	285.9	5.67	10.34	0	0.75
38	199	87.825	-148.874	0.08	1.04	0.057	0.024	4.465	0.014	201.2	0.1405	34.6055	285.9	5.76	10.43	0	0.77
38	199	87.825	-148.874	0.08	1.04	0.057	0.024	4.4671	0.013	201.2	0.1405	34.6055	285.9	5.67	10.34	0	0.75
38	199	87.825	-148.874	0.08	1.04	0.057	0.024	4.4671	0.013	201.2	0.1405	34.6055	285.9	5.76	10.43	0	0.77
38	279	87.825	-148.874		0.77	0.009	0.04	4.4658	0.011	282.3	0.8209	34.8128	284.5	5.67	11.66	0	0.81
38	279	87.825	-148.874		0.77	0.009	0.04	4.4658	0.011	282.3	0.8209	34.8128	284.5	5.67	11.68	0	0.81
38	279	87.825	-148.874		0.77	0.009	0.04	4.4679	0.011	282.3	0.8209	34.8128	284.5	5.67	11.66	0	0.81
38	279	87.825	-148.874		0.77	0.009	0.04	4.4679	0.011	282.3	0.8209	34.8128	284.5	5.67	11.68	0	0.81
38	379	87.825	-148.874	0.05	0.76	0.047	0.04	4.4663	0.01	383.5	0.9346	34.8605	288	5.86	11.98	0	0.84
38	379	87.825	-148.874	0.05	0.76	0.047	0.04	4.4663	0.01	383.5	0.9346	34.8605	288	5.76	11.99	0	0.83
38	379	87.825	-148.874	0.05	0.76	0.047	0.04	4.4674	0.01	383.5	0.9346	34.8605	288	5.86	11.98	0	0.84
38	379	87.825	-148.874	0.05	0.76	0.047	0.04	4.4674	0.01	383.5	0.9346	34.8605	288	5.76	11.99	0	0.83
38	439	87.825	-148.874	0.21		0.013	0	4.4663	0.01	444.4	0.7756	34.8652	288.5	5.86	12.08	0	0.84
38	439	87.825	-148.874	0.21		0.013	0	4.4663	0.01	444.4	0.7756	34.8652	288.5	5.86	12.06	0	0.85
38	439	87.825	-148.874	0.21		0.013	0	4.4676	0.01	444.4	0.7756	34.8652	288.5	5.86	12.08	0	0.84
38	439	87.825	-148.874	0.21		0.013	0	4.4676	0.01	444.4	0.7756	34.8652	288.5	5.86	12.06	0	0.85
38	499	87.825	-148.874	0.295	0.875	0.034	0.0575	4.4664	0.01	504.9	0.6131	34.8672	290.1	5.86	12.02	0	0.83
38	499	87.825	-148.874	0.295	0.875	0.034	0.0575	4.4664	0.01	504.9	0.6131	34.8672	290.1	5.96	12.03	0	0.83
38	499	87.825	-148.874	0.295	0.875	0.034	0.0575	4.4664	0.01	505.1	0.6117	34.8656	288.5	6.15	11.99	0	0.84
38	499	87.825	-148.874	0.295	0.875	0.034	0.0575	4.4664	0.01	505.1	0.6117	34.8656	288.5	6.06	12.05	0	0.82
38	499	87.825	-148.874	0.295	0.875	0.034	0.0575	4.4675	0.01	504.9	0.6131	34.8672	290.1	5.86	12.02	0	0.83
38	499	87.825	-148.874	0.295	0.875	0.034	0.0575	4.4675	0.01	504.9	0.6131	34.8672	290.1	5.96	12.03	0	0.83
38	499	87.825	-148.874	0.295	0.875	0.034	0.0575	4.4675	0.01	505.1	0.6117	34.8656	288.5	6.15	11.99	0	0.84
38	499	87.825	-148.874	0.295	0.875	0.034	0.0575	4.4675	0.01	505.1	0.6117	34.8656	288.5	6.06	12.05	0	0.82
38	799	87.825	-148.874	0	0.57	0.012	0.036	4.4694	0.01	809.5	0.0367	34.8733	290.6	6.45	12.24	-0.01	0.85
38	799	87.825	-148.874	0	0.57	0.012	0.036	4.4694	0.01	809.5	0.0367	34.8733	290.6	6.45	12.23	0	0.84
38	1224	87.825	-148.874	0	0.71	0.036	0.036	4.4713	0.01	1241.1	-0.2876	34.9032	291	7.91	12.89	-0.01	0.9
38	1224	87.825	-148.874	0	0.71	0.036	0.036	4.4713	0.01	1241.1	-0.2876	34.9032	291	7.91	12.92	-0.01	0.9
38	1674	87.825	-148.874	0	0.54	0.005	0.037	4.4725	0.01	1699.1	-0.3975	34.9359	286.4	10.65	13.87	-0.01	0.98
38	1674	87.825	-148.874	0	0.54	0.005	0.037	4.4725	0.01	1699.1	-0.3975	34.9359	286.4	10.75	13.88	-0.01	0.98
38	2149	87.825	-148.874	0	0.66	0.021	0.024	4.4737	0.01	2183.6	-0.4003	34.9493	285.3	12.41	14.27	-0.01	1
38	2149	87.825	-148.874	0	0.66	0.021	0.024	4.4737	0.01	2183.6	-0.4003	34.9493	285.3	12.5	14.28	-0.01	1
38	2549	87.825	-148.874	0.11	0.54	0.03	0.005	4.4683	0.01	2592.6	-0.3669	34.9516	288.1	12.89	14.5	0	1.01
38	2549	87.825	-148.874	0.11	0.54	0.03	0.005	4.4683	0.01	2592.6	-0.3669	34.9516	288.1	12.8	14.48	0	1.01
38	2549	87.825	-148.874	0.11	0.54	0.03	0.005	4.4682	0.01	2592.6	-0.3669	34.9516	288.1	12.89	14.5	0	1.01
38	2549	87.825	-148.874	0.11	0.54	0.03	0.005	4.4682	0.01	2592.6	-0.3669	34.9516	288.1	12.8	14.48	0	1.01
