Station,depth,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,PHSPHT,PHSPHT_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NITRAT_FLAG_W,NITRAT
9,202,203.30,0,10.48,1,34.87,1,247.33,1,,9.00,,9,,9,9,0.00
9,298,300.10,0,9.46,1,34.72,1,226.96,1,,9.00,,9,,9,9,0.00
9,350,353.40,0,8.12,1,34.54,1,223.40,1,1.41,1.00,6.48,1,0.01,1,1,19.80
9,351,354.00,0,8.12,1,34.54,1,223.34,1,1.40,1.00,6.63,1,0.01,1,1,20.32
9,398,401.20,0,8.01,1,34.53,1,217.48,1,,9.00,,9,,9,9,0.00
9,497,501.50,0,6.35,1,34.35,1,220.97,1,,9.00,,9,,9,9,0.00
9,500,504.60,0,5.55,1,34.28,1,231.03,1,1.78,1.00,12.20,1,0.01,6,1,26.19
9,501,505.00,0,5.56,1,34.28,1,231.07,1,,9.00,,9,,9,9,0.00
9,697,703.30,0,4.52,1,34.22,1,228.77,1,,9.00,,9,,9,9,0.00
9,699,705.90,0,4.25,1,34.22,1,230.12,1,1.96,1.00,21.03,1,0.01,6,1,29.20
9,699,706.10,0,4.25,1,34.22,1,230.19,1,1.97,1.00,20.86,1,0.01,6,1,29.15
9,895,904.00,0,3.71,1,34.24,1,215.57,1,,9.00,,9,,9,9,0.00
9,998,1008.10,0,3.24,1,34.31,1,209.47,1,2.20,1.00,40.03,1,0.01,6,1,32.41
9,998,1008.40,0,3.24,1,34.31,1,209.13,1,2.17,1.00,37.69,1,0.01,6,1,32.15
9,1001,1010.80,0,3.47,1,34.26,1,209.98,1,,9.00,,9,,9,9,0.00
11,6,5.70,0,14.79,1,34.94,1,248.71,1,0.31,1.00,0.57,1,0.07,1,1,2.13
11,17,17.30,0,14.78,1,34.93,1,246.58,1,0.31,1.00,0.47,1,0.07,1,1,2.06
11,21,21.10,0,14.75,1,34.94,1,248.70,1,,9.00,,9,,9,9,0.00
11,30,30.70,0,14.69,1,34.94,1,245.64,1,0.36,1.00,0.58,1,0.09,1,1,2.62
11,36,36.10,0,14.46,1,34.95,1,248.64,1,0.34,1.00,0.74,1,0.08,1,1,2.52
11,36,36.70,0,14.44,1,34.96,1,248.76,1,0.34,1.00,0.75,1,0.08,1,1,2.55
11,51,51.30,0,13.64,1,34.99,1,250.85,1,0.41,1.00,0.83,1,0.13,1,1,3.43
11,58,58.50,0,12.78,1,34.99,1,248.05,1,0.52,1.00,1.30,1,0.38,1,1,4.90
11,60,60.50,0,12.52,1,34.99,1,251.20,1,0.49,1.00,1.09,1,0.19,1,1,4.08
11,60,60.90,0,12.51,1,34.99,1,250.91,1,0.49,1.00,1.14,1,0.22,1,1,4.34
11,62,62.30,0,12.64,1,34.98,1,252.86,1,0.49,1.00,1.10,1,0.19,1,1,4.70
11,69,70.00,0,12.36,1,35.01,1,249.92,1,0.53,1.00,1.52,1,0.47,1,1,5.04
11,70,70.40,0,12.36,1,35.00,1,249.86,1,0.53,1.00,1.48,1,0.49,1,1,5.12
11,71,71.50,0,12.36,1,35.00,1,251.25,1,0.52,1.00,1.54,1,0.35,1,1,5.10
11,74,74.70,0,12.00,1,34.99,1,249.90,1,0.58,1.00,1.45,1,0.41,1,1,5.72
11,79,79.10,0,12.11,1,35.00,1,249.48,1,0.56,1.00,1.61,1,0.55,1,1,5.57
11,80,80.20,0,12.13,1,35.00,1,249.53,1,0.56,1.00,1.62,1,0.54,1,1,5.66
11,82,82.20,0,11.96,1,34.97,1,250.91,1,,9.00,,9,,9,9,0.00
11,100,100.50,0,11.63,1,34.99,1,248.20,1,0.62,1.00,1.98,1,0.26,1,1,7.13
11,100,100.80,0,11.66,1,35.00,1,246.09,1,0.67,1.00,1.86,1,0.06,1,1,7.02
11,100,101.30,0,11.60,1,35.00,1,247.50,1,0.62,1.00,2.27,1,0.04,1,1,7.42
11,101,101.80,0,11.66,1,34.98,1,248.54,1,0.62,1.00,1.95,1,0.31,1,1,7.08
11,120,121.30,0,11.40,1,34.98,1,247.35,1,0.59,1.00,1.85,1,0.10,1,1,6.54
11,148,149.60,0,11.23,1,34.98,1,245.72,1,0.61,1.00,2.21,1,0.01,1,1,8.05
11,199,200.30,0,11.09,1,34.98,1,243.28,1,0.73,1.00,2.52,1,0.01,6,1,8.63
11,199,200.40,0,10.93,1,34.94,1,245.24,1,0.72,1.00,2.59,1,0.01,1,1,9.14
11,199,200.90,0,10.94,1,34.95,1,245.35,1,0.73,1.00,2.53,1,0.01,1,1,9.04
11,200,201.80,0,11.04,1,34.97,1,244.98,1,0.73,1.00,2.87,1,0.01,1,1,9.64
11,297,299.60,0,10.07,1,34.82,1,235.14,1,0.94,1.00,3.35,1,0.01,6,1,12.24
11,299,302.00,0,10.03,1,34.81,1,235.66,1,0.95,1.00,3.59,1,0.01,6,1,12.88
11,397,400.90,0,8.58,1,34.60,1,222.40,1,1.28,1.00,5.92,1,0.01,6,1,18.91
11,398,401.20,0,8.60,1,34.61,1,222.66,1,1.31,1.00,5.86,1,0.01,6,1,19.35
11,399,402.10,0,8.30,1,34.57,1,217.30,1,1.35,1.00,6.07,1,0.01,6,1,19.14
11,497,501.30,0,6.55,1,34.38,1,219.43,1,1.63,1.00,9.18,1,0.01,6,1,23.84
11,497,501.40,0,6.54,1,34.37,1,225.02,1,1.61,1.00,8.89,1,0.01,6,1,23.18
11,497,501.60,0,6.55,1,34.37,1,224.98,1,1.63,1.00,8.88,1,0.01,6,1,22.34
11,497,501.70,0,6.53,1,34.36,1,225.09,1,1.61,1.00,8.92,1,0.01,6,1,22.84
11,500,504.20,0,6.59,1,34.37,1,224.82,1,,9.00,,9,,9,9,0.00
11,747,754.00,0,4.41,1,34.22,1,230.44,1,1.90,1.00,22.48,1,0.01,6,1,27.50
11,747,754.60,0,4.30,1,34.22,1,227.10,1,1.92,1.00,18.24,1,0.01,6,1,28.18
11,748,754.70,0,4.41,1,34.22,1,230.63,1,1.90,1.00,17.29,1,0.01,6,1,26.51
11,748,755.00,0,4.41,1,34.22,1,230.79,1,1.97,1.00,17.16,1,0.01,6,1,26.56
11,749,755.90,0,4.33,1,34.22,1,229.48,1,,9.00,,9,,9,9,0.00
11,996,1005.60,0,3.44,1,34.26,1,211.58,1,2.11,1.00,56.49,3,0.01,3,3,27.62
11,996,1006.40,0,3.44,1,34.26,1,211.08,1,2.01,1.00,31.40,1,0.01,6,1,29.11
11,997,1006.90,0,3.44,1,34.26,1,211.38,1,,9.00,,9,,9,9,0.00
11,997,1007.30,0,3.45,1,34.26,1,208.53,1,2.11,1.00,31.25,1,0.01,6,1,30.82
11,998,1008.30,0,3.38,1,34.27,1,210.49,1,,9.00,,9,,9,9,0.00
11,1244,1257.80,0,2.99,1,34.39,1,189.18,1,2.26,1.00,46.33,1,0.01,6,1,30.76
11,1245,1258.80,0,2.99,1,34.39,1,189.11,1,2.25,1.00,46.63,1,0.01,6,1,30.73
11,1245,1258.90,0,2.96,1,34.40,1,180.53,1,2.27,1.00,48.49,1,0.01,6,1,32.69
11,1246,1259.60,0,2.99,1,34.39,1,189.04,1,2.25,1.00,46.49,1,0.01,6,1,30.63
11,1248,1261.40,0,2.95,1,34.41,1,185.80,1,,9.00,,9,,9,9,0.00
11,1494,1510.90,0,2.82,1,34.54,1,179.78,1,,9.00,,9,,9,9,0.00
11,1494,1511.40,0,2.83,1,34.54,1,171.19,1,2.24,1.00,55.88,1,0.01,6,1,32.05
11,1495,1511.50,0,2.82,1,34.54,1,179.71,1,,9.00,,9,,9,9,0.00
11,1497,1513.60,0,2.82,1,34.54,1,179.76,1,2.24,1.00,56.19,1,0.01,6,1,30.25
11,1497,1513.90,0,2.82,1,34.55,1,179.16,1,,9.00,,9,,9,9,0.00
11,1644,1663.30,0,2.78,1,34.63,1,170.11,1,2.18,1.00,58.89,1,0.01,6,1,30.96
11,1794,1815.30,0,2.78,1,34.69,1,174.21,1,2.09,1.00,58.80,1,0.01,6,1,29.63
11,1794,1816.00,0,2.77,1,34.70,1,186.85,1,2.07,1.00,58.07,1,0.01,6,1,27.76
11,1795,1816.60,0,2.77,1,34.70,1,186.86,1,,9.00,,9,,9,9,0.00
11,1795,1816.90,0,2.77,1,34.70,1,186.81,1,2.07,1.00,58.45,1,0.01,6,1,27.94
11,1797,1819.00,0,2.78,1,34.68,1,184.59,1,,9.00,,9,,9,9,0.00
11,1993,2018.30,0,2.70,1,34.75,1,182.43,1,1.96,1.00,58.49,1,0.01,6,1,28.32
11,1994,2019.00,0,2.70,1,34.75,1,194.62,1,1.97,1.00,58.02,1,0.01,6,1,26.53
11,1994,2019.30,0,2.70,1,34.75,1,194.65,1,1.98,1.00,57.49,1,0.01,6,1,26.37
11,1994,2019.40,0,2.70,1,34.75,1,194.58,1,1.98,1.00,57.67,1,0.01,6,1,26.54
11,1995,2020.40,0,2.74,1,34.73,1,191.81,1,,9.00,,9,,9,9,0.00
11,2193,2221.50,0,2.62,1,34.78,1,201.72,1,1.91,1.00,57.39,1,0.01,6,1,25.32
11,2193,2221.60,0,2.63,1,34.78,1,188.13,1,1.91,1.00,58.55,1,0.01,6,1,26.90
11,2194,2222.40,0,2.62,1,34.78,1,201.75,1,1.91,1.00,57.36,1,0.01,6,1,25.33
11,2194,2222.50,0,2.62,1,34.78,1,201.76,1,1.91,1.00,57.40,1,0.01,6,1,25.39
11,2197,2225.60,0,2.65,1,34.78,1,199.69,1,,9.00,,9,,9,9,0.00
11,2491,2525.40,0,2.43,1,34.81,1,195.30,1,1.86,1.00,61.01,1,0.01,6,1,26.08
11,2494,2528.50,0,2.45,1,34.80,1,208.81,1,1.85,1.00,64.12,1,0.01,6,1,28.24
11,2689,2727.30,0,2.31,1,34.81,1,198.01,1,1.84,1.00,63.51,1,0.01,6,1,25.99
11,2693,2731.70,0,2.30,1,34.81,1,213.23,1,,9.00,,9,,9,9,0.00
11,2891,2934.10,0,2.21,1,34.81,1,200.26,1,1.84,1.00,65.52,1,0.01,6,1,25.89
11,2992,3036.90,0,2.18,1,34.81,1,200.38,1,1.85,1.00,67.09,1,0.01,6,1,25.91
11,2996,3040.50,0,2.17,1,34.81,1,217.03,1,1.83,1.00,69.74,1,0.01,6,1,28.07
11,3090,3136.90,0,2.15,1,34.81,1,200.75,1,1.85,1.00,67.95,1,0.01,6,1,26.10
11,3094,3141.40,0,2.13,1,34.81,1,218.31,1,1.85,1.00,70.76,1,0.01,6,1,27.91
11,3158,3206.40,0,2.10,1,34.81,1,219.20,1,,9.00,,9,,9,9,0.00
11,3160,3208.20,0,2.10,1,34.81,1,219.13,1,,9.00,,9,,9,9,0.00
11,3163,3211.70,0,2.10,1,34.81,1,201.49,1,1.85,1.00,69.06,1,0.01,6,1,26.26
12,0,0.35,0,16.36,1,35.19,1,237.66,1,0.19,1.00,0.76,1,0.02,1,1,0.46
12,1,0.50,0,16.36,1,35.19,1,237.65,1,0.22,1.00,0.66,1,0.03,1,1,0.40
12,2,1.90,0,16.34,1,35.16,1,239.46,1,0.21,1.00,0.67,1,0.04,1,1,0.13
12,16,15.90,0,16.35,1,35.19,1,237.50,1,0.19,1.00,0.60,1,0.02,1,1,0.46
12,16,16.60,0,16.33,1,35.16,1,240.26,1,0.22,1.00,0.62,1,0.04,1,1,0.15
12,16,16.60,0,16.31,1,35.17,1,236.70,1,0.21,1.00,0.73,1,0.04,1,1,0.43
12,16,16.60,0,16.36,1,35.19,1,237.38,1,0.20,1.00,1.03,1,0.02,1,1,0.44
12,18,18.10,0,16.31,1,35.17,1,236.64,1,0.22,1.00,0.65,1,0.04,1,1,0.44
12,25,25.60,0,16.35,1,35.19,1,238.55,1,0.20,1.00,0.54,1,0.02,1,1,0.46
12,26,26.20,0,16.35,1,35.19,1,238.50,1,0.20,1.00,0.62,1,0.02,1,1,0.47
12,34,34.40,0,16.29,1,35.17,1,236.62,1,0.22,1.00,0.61,1,0.04,1,1,0.48
12,36,35.80,0,16.27,1,35.18,1,239.70,1,0.20,1.00,0.50,1,0.03,1,1,0.57
12,36,36.00,0,16.32,1,35.19,1,239.32,1,0.20,1.00,0.75,1,0.03,1,1,0.53
12,36,36.30,0,16.32,1,35.19,1,239.55,1,0.20,1.00,0.70,1,0.03,1,1,0.53
12,38,38.30,0,16.25,1,35.17,1,236.67,1,,9.00,,9,,9,9,0.00
12,41,41.30,0,16.24,1,35.17,1,236.79,1,0.22,1.00,0.61,1,0.04,1,1,0.53
12,42,42.30,0,16.27,1,35.17,1,236.87,1,0.23,1.00,0.61,1,0.05,1,1,0.58
12,44,44.70,0,16.22,1,35.17,1,236.59,1,0.23,1.00,0.66,1,0.06,1,1,0.64
12,46,46.10,0,14.58,1,35.07,1,244.63,1,0.34,1.00,1.05,1,0.09,1,1,2.29
12,46,46.30,0,14.62,1,35.07,1,244.62,1,0.34,1.00,0.95,1,0.09,1,1,2.21
12,47,47.10,0,15.01,1,35.08,1,244.91,1,0.32,1.00,0.96,1,0.07,1,1,1.36
12,48,48.40,0,16.09,1,35.14,1,237.03,1,0.25,1.00,0.71,1,0.06,1,1,0.78
12,55,55.40,0,13.61,1,35.06,1,245.66,1,0.40,1.00,1.30,1,0.15,1,1,3.23
12,56,56.20,0,13.61,1,35.06,1,245.60,1,0.40,1.00,1.09,1,0.15,1,1,3.35
12,60,60.50,0,,9,,9,,9,,9.00,,9,,9,9,0.00
12,73,74.10,0,13.15,1,35.24,1,233.84,1,0.52,1.00,2.09,1,0.13,1,1,5.38
12,75,75.60,0,12.43,1,35.09,1,243.14,1,0.52,1.00,1.76,1,0.57,1,1,5.97
12,75,75.70,0,12.44,1,35.09,1,243.40,1,0.52,1.00,1.67,1,0.58,1,1,5.87
12,95,95.60,0,12.94,1,35.26,1,229.43,1,0.56,1.00,2.29,1,0.03,1,1,6.40
12,96,96.70,0,12.51,1,35.14,1,240.30,1,0.56,1.00,2.15,1,0.20,1,1,6.11
12,96,96.80,0,12.56,1,35.18,1,237.36,1,,9.00,,9,,9,9,0.00
12,96,97.00,0,12.57,1,35.18,1,237.40,1,0.55,1.00,1.95,1,0.05,1,1,6.95
12,97,97.60,0,12.94,1,35.26,1,229.50,1,0.58,1.00,2.29,1,0.03,1,1,6.48
12,99,99.40,0,12.94,1,35.26,1,229.27,1,0.58,1.00,2.28,1,0.04,1,1,6.52
12,136,137.60,0,12.47,1,35.20,1,236.81,1,0.59,1.00,2.21,1,0.01,1,1,7.54
12,137,137.70,0,12.47,1,35.20,1,236.78,1,0.59,1.00,2.23,1,0.01,1,1,7.60
12,147,148.30,0,12.54,1,35.23,1,235.40,1,0.60,1.00,2.29,1,0.03,1,1,6.83
12,150,151.27,0,,9,,9,,9,,9.00,,9,,9,9,0.00
12,193,195.00,0,12.41,1,35.21,1,237.77,1,0.61,1.00,2.33,1,0.02,1,1,6.94
12,195,196.10,0,11.72,1,35.05,1,245.26,1,0.59,1.00,2.15,1,0.01,1,1,7.02
12,196,197.20,0,12.25,1,35.18,1,240.97,1,0.43,1.00,1.68,1,0.05,1,1,5.58
12,196,197.70,0,12.24,1,35.18,1,240.82,1,0.48,1.00,1.54,1,0.05,1,1,4.76
12,197,198.20,0,12.39,1,35.21,1,237.77,1,0.60,1.00,2.33,1,0.02,1,1,6.96
12,198,200.00,0,12.37,1,35.21,1,237.87,1,0.60,1.00,2.30,1,0.02,1,1,7.01
12,294,296.80,0,11.42,1,35.02,1,241.78,1,0.68,1.00,2.59,1,0.01,1,1,8.92
12,299,301.50,0,11.48,1,35.04,1,238.51,1,0.71,1.00,2.58,1,0.02,1,1,8.56
12,393,396.90,0,10.25,1,34.84,1,230.88,1,0.96,1.00,3.69,1,0.01,6,1,14.32
12,394,397.50,0,10.25,1,34.84,1,230.73,1,0.95,1.00,3.65,1,0.01,1,1,14.18
12,400,403.60,0,9.96,1,34.80,1,223.08,1,1.04,1.00,4.09,1,0.01,1,1,13.95
12,400,403.63,0,,9,,9,,9,,9.00,,9,,9,9,0.00
12,488,492.10,0,8.39,1,34.58,1,214.47,1,1.33,1.00,6.55,1,0.01,1,1,19.66
12,492,496.30,0,8.27,1,34.57,1,214.48,1,1.36,1.00,6.82,1,0.01,1,1,20.59
12,495,499.50,0,7.52,1,34.48,1,220.35,1,1.49,1.00,7.88,1,0.01,1,1,22.33
12,497,501.70,0,8.02,1,34.54,1,214.57,1,1.40,1.00,7.07,1,0.01,6,1,21.27
12,594,599.10,0,6.46,1,34.38,1,222.26,1,1.65,1.00,10.63,1,0.01,1,1,25.19
12,597,602.30,0,6.26,1,34.36,1,219.18,1,1.65,1.00,10.84,1,0.01,6,1,25.43
12,743,750.50,0,4.83,1,34.22,1,236.20,1,1.81,1.00,14.19,1,0.01,1,1,27.58
12,747,754.50,0,4.73,1,34.21,1,235.01,1,1.79,1.00,14.20,1,0.01,6,1,27.53
12,975,985.11,0,,9,,9,,9,,9.00,,9,,9,9,0.00
12,990,1000.50,0,3.58,1,34.26,1,210.89,1,2.05,1.00,29.49,1,0.01,6,1,31.22
12,992,1002.00,0,3.56,1,34.26,1,214.45,1,2.07,1.00,29.99,1,0.01,6,1,31.80
12,997,1006.80,0,3.55,1,34.26,1,210.81,1,2.05,1.00,29.37,1,0.01,6,1,30.96
12,1193,1205.70,0,3.10,1,34.34,1,196.21,1,2.21,1.00,43.31,1,0.01,6,1,33.52
12,1195,1207.70,0,3.09,1,34.35,1,190.00,1,2.19,1.00,42.52,1,0.01,6,1,32.63
12,1307,1321.60,0,2.99,1,34.40,1,189.19,1,2.24,1.00,48.95,1,0.01,6,1,33.95
12,1394,1409.70,0,2.91,1,34.45,1,175.82,1,2.23,1.00,51.75,1,0.01,6,1,32.81
12,1488,1505.10,0,2.85,1,34.50,1,171.73,1,2.24,1.00,55.12,1,0.01,6,1,32.72
12,1491,1508.30,0,2.84,1,34.51,1,179.31,1,2.26,1.00,57.42,1,0.01,6,1,33.57
12,1494,1511.20,0,2.85,1,34.51,1,171.52,1,2.23,1.00,55.37,1,0.01,6,1,32.55
12,1592,1610.10,0,2.81,1,34.57,1,178.15,1,2.22,1.00,59.72,1,0.01,6,1,33.04
12,1594,1612.50,0,2.81,1,34.58,1,169.02,1,2.20,1.00,58.46,1,0.01,6,1,31.84
12,1791,1812.70,0,2.82,1,34.66,1,182.92,1,2.12,1.00,60.35,1,0.01,6,1,31.61
12,1793,1815.10,0,2.81,1,34.68,1,173.26,1,2.08,1.00,59.09,1,0.01,6,1,30.08
12,1987,2012.20,0,2.81,1,34.75,1,182.03,1,1.96,1.00,56.86,1,0.01,6,1,28.33
12,1990,2015.50,0,2.80,1,34.76,1,194.74,1,1.94,1.00,57.66,1,0.01,6,1,28.92
12,1991,2015.90,0,2.80,1,34.76,1,194.77,1,1.96,1.00,57.59,1,0.01,6,1,28.89
12,1993,2018.10,0,2.80,1,34.75,1,182.09,1,1.95,1.00,56.85,1,0.01,6,1,28.15
12,2190,2218.80,0,2.75,1,34.79,1,203.22,1,,9.00,,9,,9,9,0.00
12,2192,2220.30,0,2.73,1,34.80,1,192.19,1,1.83,1.00,54.85,1,0.01,6,1,26.57
12,2487,2521.10,0,2.62,1,34.82,1,197.44,1,1.78,1.00,56.19,1,0.01,6,1,25.83
12,2490,2524.30,0,2.65,1,34.82,1,212.42,1,1.78,1.00,55.10,1,0.01,6,1,26.16
12,2491,2525.20,0,2.65,1,34.82,1,212.38,1,1.78,1.00,55.05,1,0.01,6,1,26.08
12,2493,2527.00,0,2.62,1,34.82,1,197.38,1,1.76,1.00,55.77,1,0.01,6,1,25.99
12,2740,2779.70,0,2.40,1,34.83,1,219.69,1,1.75,1.00,57.28,1,0.01,6,1,25.50
12,2741,2780.60,0,2.35,1,34.83,1,205.18,1,1.73,1.00,58.14,1,0.01,6,1,25.28
12,2840,2881.66,0,,9,,9,,9,,9.00,,9,,9,9,0.00
12,2983,3027.80,0,2.13,1,34.83,1,206.50,1,1.75,1.00,62.89,1,0.01,6,1,25.53
12,2988,3032.90,0,2.13,1,34.83,1,206.55,1,1.76,1.00,63.27,1,0.01,6,1,25.50
12,2990,3034.90,0,2.11,1,34.82,1,223.55,1,,9.00,,9,,9,9,0.00
12,2990,3034.91,0,,9,,9,,9,,9.00,,9,,9,9,0.00
12,2991,3035.90,0,2.13,1,34.82,1,206.50,1,1.76,1.00,63.58,1,0.01,6,1,25.44
12,2992,3036.70,0,2.11,1,34.82,1,223.62,1,1.76,1.00,63.75,1,0.01,6,1,25.85
12,3031,3076.60,0,2.12,1,34.82,1,206.53,1,1.76,1.00,63.88,1,0.01,6,1,25.61
12,3041,3087.40,0,2.12,1,34.82,1,206.48,1,1.76,1.00,64.10,1,0.01,6,1,25.53
12,3105,3151.90,0,2.11,1,34.82,1,224.64,1,1.76,1.00,63.79,1,0.01,6,1,25.77
12,3105,3152.20,0,2.11,1,34.82,1,224.62,1,1.76,1.00,64.37,1,0.01,6,1,25.86
13,4,3.60,0,16.23,1,34.98,1,240.40,1,0.23,1.00,0.96,1,0.05,1,1,1.26
13,5,4.70,0,16.23,1,34.98,1,237.19,1,0.23,1.00,0.97,1,0.04,1,1,1.13
13,5,5.30,0,16.23,1,34.98,1,237.11,1,0.24,1.00,1.04,1,0.04,1,1,1.08
13,18,17.80,0,16.22,1,34.98,1,236.50,1,0.25,1.00,1.09,1,0.05,1,1,1.13
13,20,20.30,0,16.23,1,34.98,1,237.41,1,0.24,1.00,0.94,1,0.05,1,1,1.14
13,20,20.60,0,16.23,1,34.98,1,237.57,1,0.24,1.00,0.91,1,0.05,1,1,1.14
13,31,31.10,0,16.23,1,34.98,1,237.78,1,0.24,1.00,0.92,1,0.05,1,1,1.18
13,33,33.00,0,16.16,1,34.99,1,236.01,1,0.27,1.00,1.15,1,0.06,1,1,1.30
13,40,40.50,0,16.09,1,34.99,1,238.69,1,0.26,1.00,0.95,1,0.05,1,1,1.30
13,41,40.90,0,16.05,1,34.99,1,238.82,1,0.26,1.00,0.97,1,0.05,1,1,1.31
13,42,42.60,0,15.77,1,34.99,1,237.57,1,0.37,1.00,1.24,1,0.14,1,1,2.43
13,49,49.30,0,14.35,1,35.05,1,243.45,1,0.43,1.00,1.42,1,0.20,1,1,3.41
13,51,50.90,0,14.32,1,35.06,1,241.83,1,0.43,1.00,1.38,1,0.22,1,1,3.22
13,59,59.40,0,14.04,1,35.09,1,242.75,1,0.44,1.00,1.49,1,0.30,1,1,3.73
13,60,60.60,0,14.04,1,35.09,1,242.80,1,0.45,1.00,1.49,1,0.29,1,1,3.65
13,74,74.10,0,13.02,1,35.10,1,240.62,1,0.56,1.00,2.10,1,0.44,1,1,6.24
13,80,80.60,0,12.61,1,35.13,1,242.26,1,0.59,1.00,2.22,1,0.29,1,1,6.86
13,98,98.90,0,12.15,1,35.06,1,241.01,1,0.62,1.00,2.45,1,0.03,1,1,7.67
13,100,100.50,0,12.05,1,35.08,1,242.76,1,0.65,1.00,2.47,1,0.02,1,1,8.15
13,100,100.60,0,12.06,1,35.08,1,243.08,1,0.65,1.00,2.45,1,0.02,1,1,8.07
13,120,120.90,0,11.64,1,35.03,1,242.80,1,0.70,1.00,2.64,1,0.01,1,1,8.96
13,122,123.20,0,11.58,1,35.04,1,240.65,1,0.71,1.00,2.76,1,0.01,1,1,9.53
13,198,199.70,0,10.13,1,34.80,1,236.95,1,0.96,1.00,3.78,1,0.00,1,1,13.76
13,198,200.00,0,10.28,1,34.83,1,228.58,1,0.96,1.00,3.81,1,0.01,6,1,13.40
13,199,201.00,0,9.95,1,34.77,1,232.77,1,1.01,1.00,4.04,1,0.01,6,1,14.08
13,299,301.20,0,8.27,1,34.55,1,219.34,1,1.35,1.00,6.25,1,0.01,6,1,19.90
13,300,302.40,0,7.92,1,34.51,1,219.86,1,1.45,1.00,7.27,1,0.01,6,1,21.67
13,398,401.60,0,6.45,1,34.35,1,223.90,1,1.60,1.00,8.98,1,0.01,6,1,24.34
13,401,404.30,0,6.20,1,34.32,1,230.06,1,1.63,1.00,9.60,1,0.01,6,1,26.06
13,498,502.20,0,4.99,1,34.21,1,243.20,1,1.31,1.00,8.09,1,0.03,1,1,19.63
13,498,502.80,0,4.95,1,34.21,1,241.67,1,1.73,1.00,11.50,1,0.01,6,1,29.14
13,597,602.90,0,4.39,1,34.18,1,242.55,1,1.81,1.00,14.86,1,0.01,6,1,27.86
13,747,753.90,0,3.81,1,34.20,1,229.76,1,1.96,1.00,21.45,1,0.01,6,1,29.56
13,747,754.20,0,3.67,1,34.20,1,229.55,1,1.99,1.00,23.38,1,0.01,6,1,30.94
13,996,1005.90,0,3.17,1,34.29,1,202.97,1,2.17,1.00,38.18,1,0.01,6,1,33.61
13,996,1006.40,0,3.16,1,34.30,1,198.01,1,2.18,1.00,37.82,1,0.01,6,1,32.50
13,1246,1259.30,0,2.85,1,34.47,1,171.11,1,2.30,1.00,54.36,1,0.01,6,1,33.60
13,1247,1260.70,0,2.88,1,34.44,1,180.46,1,2.28,1.00,54.17,1,0.01,6,1,35.13
13,1494,1511.30,0,2.81,1,34.59,1,176.69,1,2.23,1.00,60.89,1,0.01,6,1,33.71
13,1495,1512.30,0,2.81,1,34.59,1,179.40,1,,9.00,,9,,9,9,0.00
13,1495,1512.40,0,2.81,1,34.59,1,179.56,1,,9.00,,9,,9,9,0.00
13,1496,1512.70,0,2.81,1,34.59,1,180.02,1,,9.00,,9,,9,9,0.00
13,1496,1512.70,0,2.81,1,34.59,1,179.62,1,,9.00,,9,,9,9,0.00
13,1496,1512.90,0,2.81,1,34.59,1,167.62,1,2.21,1.00,58.70,1,0.01,6,1,32.39
13,1496,1513.20,0,2.81,1,34.59,1,179.29,1,,9.00,,9,,9,9,0.00
13,1496,1513.40,0,2.81,1,34.59,1,179.12,1,,9.00,,9,,9,9,0.00
13,1497,1514.30,0,2.81,1,34.59,1,179.74,1,,9.00,,9,,9,9,0.00
13,1746,1766.50,0,2.84,1,34.70,1,185.44,1,2.07,1.00,60.09,1,0.01,6,1,31.37
13,1746,1766.80,0,2.85,1,34.71,1,174.68,1,2.06,1.00,57.84,1,0.01,6,1,30.27
13,1993,2018.00,0,2.89,1,34.78,1,199.63,1,1.88,1.00,54.84,1,0.01,6,1,28.66
13,1994,2018.80,0,2.90,1,34.79,1,189.61,1,,9.00,,9,,9,9,0.00
13,1994,2019.20,0,2.89,1,34.78,1,199.72,1,1.89,1.00,54.82,1,0.01,6,1,28.83
13,2244,2273.10,0,2.87,1,34.84,1,213.25,1,1.73,1.00,49.54,1,0.01,6,1,26.37
13,2245,2274.20,0,2.87,1,34.84,1,200.87,1,1.72,1.00,47.79,1,0.01,6,1,25.71
13,2493,2527.20,0,2.77,1,34.86,1,221.03,1,1.65,1.00,47.94,1,0.01,6,1,25.36
13,2493,2527.20,0,2.73,1,34.86,1,208.23,1,1.64,1.00,46.78,1,0.01,6,1,24.63
13,2495,2528.90,0,2.77,1,34.86,1,221.14,1,1.65,1.00,48.05,1,0.01,6,1,25.24
13,2742,2781.10,0,2.60,1,34.86,1,223.82,1,1.65,1.00,50.43,1,0.01,6,1,25.08
13,2742,2781.70,0,2.54,1,34.86,1,209.94,1,1.64,1.00,50.44,1,0.01,6,1,24.72
13,2993,3037.60,0,2.17,1,34.83,1,220.60,1,,9.00,,9,,9,9,0.00
13,2993,3037.80,0,2.18,1,34.83,1,204.98,1,1.74,1.00,62.54,1,0.01,6,1,26.31
13,2994,3039.10,0,2.17,1,34.83,1,220.50,1,1.73,1.00,63.96,1,0.01,6,1,27.95
13,3242,3292.90,0,1.85,1,34.80,1,204.85,1,1.82,1.00,71.93,1,0.01,6,1,27.35
